,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Estacionamientos,Gastos comunes,Número de piso de la unidad,Departamentos por piso,Cantidad de pisos,Antigüedad,Bodegas,Orientación
1102,Argomedo 65,Departamento,Publicado hace 50 días,2021-07-01,"Argomedo 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",280.000,,"0,27 UF/m²","0,72 UF/m²",35 m²,32 m²,1,1,,50000 CLP,,,,,,
1103,Metro Bustamante ,Departamento,Publicado hace 1 año,2021-07-01,"General Jofre 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",355.000,,"0,25 UF/m²","0,26 UF/m²",48 m²,46 m²,2,1,,60000 CLP,,,,,,
1104,Catedral 1310,Departamento,Publicado hace 10 meses,2021-07-01,"Catedral 1310, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",395.000,,"0,27 UF/m²","0,72 UF/m²",50 m²,50 m²,1,1,,,,,,,,
1105,Moneda  / Tucapel Jimenez,Departamento,Publicado hace 1 año,2021-07-01,"Moneda  / Tucapel Jimenez, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",350.000,,"0,33 UF/m²","0,72 UF/m²",36 m²,33 m²,1,1,,40000 CLP,,,,3 años,,
1106,Excelente Depto Cerca Metro Universidad De Chile,Departamento,Publicado hace 1 año,2021-07-01,"Serrano 1 - 300, Bulnes, Santiago, RM (Metropolitana)",270.000,,"0,3 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,47000 CLP,,,,,,
1107,Maturana 750,Departamento,Publicado hace 1 año,2021-07-01,"Maturana 750, Barrio Brasil, Santiago, RM (Metropolitana)",190.000,,"0,21 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,,,,,,,
1108,Placer 1156,Departamento,Publicado hace 1 año,2021-07-01,"Placer 1156, Franklin - Biobío, Santiago, RM (Metropolitana)",295.000,,"0,26 UF/m²",,38 m²,38 m²,3,1,,,,,,,,
1109,Villasana 2045,Departamento,Publicado hace 1 año,2021-07-01,"Villasana 2045, Parque Padre Renato Poblete, Quinta Normal, RM (Metropolitana)",230.000,,"0,23 UF/m²","0,25 UF/m²",34 m²,34 m²,2,1,,,,,,,,
1110,Argomedo 320,Departamento,Publicado hace 1 año,2021-07-01,"Argomedo 320, Santa Isabel, Santiago, RM (Metropolitana)",270.000,,"0,36 UF/m²","0,72 UF/m²",25 m²,25 m²,1,1,,,,,,,,
1111,Eleuterio Ramírez / Serrano,Departamento,Publicado hace 1 año,2021-07-01,"Eleuterio Ramírez / Serrano, Bulnes, Santiago, RM (Metropolitana)",275.000,,"0,24 UF/m²","0,72 UF/m²",38 m²,38 m²,1,1,,,,,,,,
1112,Lindo Depto. Iluminado Buena Vista,Departamento,Publicado hace 1 año,2021-07-01,"San Martin 311 - Departamento 1203, Franklin - Biobío, Santiago, RM (Metropolitana)",260.000,,"0,19 UF/m²","0,72 UF/m²",47 m²,42 m²,1,1,,43000 CLP,,,,,,
1113,Metro Bellas Artes,Departamento,Publicado hace 1 año,2021-07-01,"Metro Bellas Artes, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",600.000,,"0,2 UF/m²","0,21 UF/m²",100 m²,100 m²,2,2,,85000 CLP,,,,,,
1114,Metro Santa Isabel / Fray Camilo Henriquez  / Open Housse,Departamento,Publicado hace 1 año,2021-07-01,"Metro Santa Isabel / Fray Camilo Henriquez  / Open Housse, Santa Isabel, Santiago, RM (Metropolitana)",445.000,,"0,29 UF/m²","0,26 UF/m²",50.94 m²,42.64 m²,2,2,,,,,,,,
1115,Santa Rosa 146 - Departamento 1406,Departamento,Publicado hace 1 año,2021-07-01,"Santa Rosa 146 - Departamento 1406, Santa Isabel, Santiago, RM (Metropolitana)",295.000,,"0,27 UF/m²","0,72 UF/m²",37 m²,35 m²,1,1,,60000 CLP,,,,,,
1116,Céntrico Departamento,Departamento,Publicado hace 21 días,2021-07-01,"Monjitas 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",250.000,,"0,24 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,42000 CLP,,,,,,
1117,Serrano / Tarapaca Metro U De Chile,Departamento,Publicado hace 9 meses,2021-07-01,"Tarapacá 876, Bulnes, Santiago, RM (Metropolitana)",275.000,,"0,27 UF/m²","0,72 UF/m²",34 m²,32 m²,1,1,,,,,,,,
1118,Sexto Piso Vista Despejada Al Norte,Departamento,Publicado hace 5 meses,2021-07-01,"Sexto Piso Vista Despejada Al Norte, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",350.000,,"0,3 UF/m²","0,72 UF/m²",39.13 m²,32.53 m²,1,1,,,,,,,,
1119,Departamento 1d/1b 2 Cuadras Metro Moneda,Departamento,Publicado hace 1 año,2021-07-01,"Tarapacá 1324, Bulnes, Santiago, RM (Metropolitana)",280.000,,"0,24 UF/m²","0,72 UF/m²",39 m²,37 m²,1,1,,38000 CLP,,,,,,
1120,Portales 2895,Departamento,Publicado hace 1 año,2021-07-01,"Portales 2895, Barrio Yungay, Santiago, RM (Metropolitana)",340.000,,"0,24 UF/m²","0,26 UF/m²",48 m²,48 m²,2,2,,,,,,,,
1121,República  / Alameda,Departamento,Publicado hace 1 año,2021-07-01,"República  / Alameda, Barrio República, Santiago, RM (Metropolitana)",300.000,,"0,4 UF/m²","0,72 UF/m²",25 m²,25 m²,1,1,,,,,,,,
1122,Lord Cochrane 184,Departamento,Publicado hace 1 año,2021-07-01,"Lord Cochrane 184, Bulnes, Santiago, RM (Metropolitana)",250.000,,"0,28 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,,,,,,,
1123,Argomedo 321,Departamento,Publicado hace 1 año,2021-07-01,"Argomedo 321, Santa Isabel, Santiago, RM (Metropolitana)",330.000,,"0,23 UF/m²","0,72 UF/m²",48.5 m²,45 m²,1,1,,,,,,,,
1124,Moneda / Tucapel Jimenez,Departamento,Publicado hace 1 año,2021-07-01,"Moneda / Tucapel Jimenez, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",300.000,,"0,27 UF/m²","0,72 UF/m²",38 m²,38 m²,1,1,,,,,,,,
1125,Vicuña Mackenna 3635,Departamento,Publicado hace 1 año,2021-07-01,"Vicuña Mackenna 3635, Carlos Valdovinos, San Joaquín, RM (Metropolitana)",220.000,,"0,25 UF/m²",,30 m²,30 m²,1,1,,50000 CLP,,,,,,
1126,Vicuña Mackenna  1751,Departamento,Publicado hace 1 año,2021-07-01,"Vicuña Mackenna  1751, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",380.000,,"0,22 UF/m²","0,24 UF/m²",57 m²,53 m²,3,2,,50000 CLP,,,,,,
1127,Santa Rosa 238,Departamento,Publicado hace 1 año,2021-07-01,"Santa Rosa 238, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",260.000,,"0,29 UF/m²","0,72 UF/m²",30 m²,28 m²,1,1,,55000 CLP,,,,,,
1128,Departamento Amoblado Completo Un Ambiente,Departamento,Publicado hace 1 año,2021-07-01,"Diagonal Paraguay 254, Santa Isabel, Santiago, RM (Metropolitana)",380.000,,"0,28 UF/m²","0,72 UF/m²",46 m²,40 m²,1,1,,35000 CLP,,,,,,
1129,Merced 717,Departamento,Publicado hace 1 año,2021-07-01,"Merced 717, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",230.000,,"0,3 UF/m²","0,72 UF/m²",26.2 m²,26 m²,1,1,,45000 CLP,,,,,,
1130,Granados / Carmen,Departamento,Publicado hace 1 año,2021-07-01,"Granados / Carmen, Santa Isabel, Santiago, RM (Metropolitana)",260.000,,"0,27 UF/m²","0,72 UF/m²",32 m²,32 m²,1,1,,45000 CLP,,,,,,
1131,Departamento Santiago Centro ,Departamento,Publicado hace 1 año,2021-07-01,"Lord Cochrane 30, Bulnes, Santiago, RM (Metropolitana)",350.000,,"0,24 UF/m²","0,72 UF/m²",50 m²,50 m²,1,1,1,70000 CLP,,,,,,
1132,Marín / Lira,Departamento,Publicado hace 1 año,2021-07-01,"Marín / Lira, Santa Isabel, Santiago, RM (Metropolitana)",290.000,,"0,3 UF/m²","0,72 UF/m²",33 m²,33 m²,1,1,,,,,,,,
1133,San Ignacio 902,Departamento,Publicado hace 1 año,2021-07-01,"San Ignacio 902, Franklin - Biobío, Santiago, RM (Metropolitana)",200.000,,"0,42 UF/m²",,16 m²,16 m²,1,1,,35000 CLP,,,,,,
1134,Merced 107 - Departamento 701,Departamento,Publicado hace 1 año,2021-07-01,"Merced 107 - Departamento 701, Barrio Lastarria, Santiago, RM (Metropolitana)",1.800.000,,"0,15 UF/m²",,400 m²,300 m²,5,7,1,260000 CLP,,,,,,
1135,Plaza De Armas S / N,Departamento,Publicado hace 1 año,2021-07-01,"Plaza De Armas S / N, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",380.000,,"0,23 UF/m²",,56 m²,56 m²,1,1,,,,,,,,
1136,Mapocho 1522 - Departamento 514,Departamento,Publicado hace 1 año,2021-07-01,"Mapocho 1522 - Departamento 514, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",9,280.192,"0,34 UF/m²","0,72 UF/m²",28 m²,28 m²,1,1,,45000 CLP,,,,,,
1137,Portugal 981,Departamento,Publicado hace 1 año,2021-07-01,"Portugal 981, Franklin - Biobío, Santiago, RM (Metropolitana)",200.000,,"0,23 UF/m²","0,72 UF/m²",29 m²,29 m²,1,1,,,,,,,,
1138,San Isidro 234,Departamento,Publicado hace 1 año,2021-07-01,"San Isidro 234, Santa Isabel, Santiago, RM (Metropolitana)",240.000,,"0,27 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,,,,,,,
1139,Metro Santa Lucía,Departamento,Publicado hace 1 año,2021-07-01,"Metro Santa Lucía, Santa Isabel, Santiago, RM (Metropolitana)",300.000,,"0,29 UF/m²","0,72 UF/m²",35 m²,34 m²,1,1,,45000 CLP,,,,,,
1140,Excelente Depto  Cerca Metro Santa Ana,Departamento,Publicado hace 1 año,2021-07-01,"San Pablo 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",240.000,,"0,22 UF/m²","0,72 UF/m²",36 m²,36 m²,1,1,,,,,,,,
1141,Paseo Ahumada / Alameda,Departamento,Publicado hace 7 meses,2021-07-01,"Paseo Ahumada / Alameda, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",250.000,,"0,24 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,,,,,,,
1142,Avenida España 201,Departamento,Publicado hace 1 año,2021-07-01,"Avenida España 201, Barrio República, Santiago, RM (Metropolitana)",210.000,,"0,27 UF/m²","0,72 UF/m²",26 m²,26 m²,1,1,,,,,,,,
1143,Eleuterio Ramirez / San Francisco,Departamento,Publicado hace 1 año,2021-07-01,"Eleuterio Ramirez / San Francisco, Bulnes, Santiago, RM (Metropolitana)",380.000,,"0,2 UF/m²","0,21 UF/m²",64 m²,64 m²,2,2,,,,,,,,
1144,Ssn Martin  / Mapocho,Departamento,Publicado hace 1 año,2021-07-01,"Ssn Martin  / Mapocho, Franklin - Biobío, Santiago, RM (Metropolitana)",235.000,,"0,3 UF/m²","0,72 UF/m²",26 m²,26 m²,1,1,1,30000 CLP,,,,5 años,,
1145,"Monjitas 600 - 900, Centro Histórico De Santiago, Con",Departamento,Publicado hace 9 meses,2021-07-01,"Monjitas 744, Centro Histórico De Santiago, Con Terraza De 18 Mt2., Centro Histórico de Santiago, Santiago, RM (Metropolitana)",17,505.118,"0,22 UF/m²","0,21 UF/m²",79 m²,61 m²,2,1,,,,,,,,
1146,Lira 245,Departamento,Publicado hace 1 año,2021-07-01,"Lira 245, Santa Isabel, Santiago, RM (Metropolitana)",460.000,,"0,27 UF/m²","0,84 UF/m²",58 m²,53 m²,2,2,,70000 CLP,,,,,,
1147,San Isidro 292,Departamento,Publicado hace 1 año,2021-07-01,"San Isidro 292, Santa Isabel, Santiago, RM (Metropolitana)",400.000,,"0,27 UF/m²","0,26 UF/m²",50.2 m²,47 m²,2,1,,,,,,,,
1148,Mario Kreutzberger 1520 - Departamento 2303,Departamento,Publicado hace 1 año,2021-07-01,"Mario Kreutzberger 1520 - Departamento 2303, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",320.000,,"0,26 UF/m²","0,26 UF/m²",42 m²,40 m²,2,1,,65000 CLP,,,,,,
1149,San Isidro 96,Departamento,Publicado hace 1 año,2021-07-01,"San Isidro 96, Santa Isabel, Santiago, RM (Metropolitana)",256.000,,"0,23 UF/m²","0,72 UF/m²",38 m²,35 m²,1,1,,50000 CLP,,,,,,
1150,Avenida Portugal 564,Departamento,Publicado hace 1 año,2021-07-01,"Avenida Portugal 564, Santa Isabel, Santiago, RM (Metropolitana)",216.000,,"0,21 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,45000 CLP,,,,,,
1151,Metro Plaza De Armas ,Departamento,Publicado hace 11 meses,2021-07-01,"Monjitas 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",335.000,,"0,26 UF/m²","0,26 UF/m²",43 m²,43 m²,2,1,,,,,,,,
1152,Lord Cochrane 209 - Departamento 412,Departamento,Publicado hace 1 año,2021-07-01,"Lord Cochrane 209 - Departamento 412, Bulnes, Santiago, RM (Metropolitana)",270.000,,"0,3 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,,,,,,,
1153,Toesca 2173,Departamento,Publicado hace 1 año,2021-07-01,"Toesca 2173, Barrio República, Santiago, RM (Metropolitana)",280.000,,"0,47 UF/m²","0,72 UF/m²",20 m²,20 m²,1,1,,,,,,,,
1154,Amunategui  / Santo Domingo,Departamento,Publicado hace 11 meses,2021-07-01,"Amunategui  / Santo Domingo, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",240.000,,"0,22 UF/m²","0,72 UF/m²",37 m²,35 m²,1,1,,,,,,,,
1155,Eleuterio Ramírez 1291,Departamento,Publicado hace 11 meses,2021-07-01,"Eleuterio Ramírez 1291, Bulnes, Santiago, RM (Metropolitana)",210.000,,"0,22 UF/m²","0,72 UF/m²",32 m²,30 m²,1,1,,45000 CLP,,,,,,
1156,Maturana 750,Departamento,Publicado hace 11 meses,2021-07-01,"Maturana 750, Barrio Brasil, Santiago, RM (Metropolitana)",200.000,,"0,19 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,,,,,,,
1157,General Gana 1379,Departamento,Publicado hace 11 meses,2021-07-01,"General Gana 1379, Franklin - Biobío, Santiago, RM (Metropolitana)",250.000,,"0,21 UF/m²","0,26 UF/m²",40 m²,40 m²,2,1,,,,,,,,
1158,Lira / Argomedo,Departamento,Publicado hace 11 meses,2021-07-01,"Lira / Argomedo, Santa Isabel, Santiago, RM (Metropolitana)",240.000,,"0,2 UF/m²","0,72 UF/m²",39.5 m²,37 m²,1,1,,37000 CLP,,,,,,
1159,Ñuble / Santa Rosa / Vicuña Mackena,Departamento,Publicado hace 11 meses,2021-07-01,"Ñuble / Santa Rosa / Vicuña Mackena, Franklin - Biobío, Santiago, RM (Metropolitana)",340.000,,"0,22 UF/m²","0,26 UF/m²",52 m²,50 m²,2,2,,,,,,,,
1160,Catedral 1350,Departamento,Publicado hace 11 meses,2021-07-01,"Catedral 1350, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",380.000,,"0,25 UF/m²","0,72 UF/m²",51 m²,48 m²,1,1,1,68000 CLP,,,,,,
1161,Excelente Ubicación!!! Metro Moneda!!,Departamento,Publicado hace 11 meses,2021-07-01,"Nueva San Martín 1490, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",350.000,,"0,39 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,42000 CLP,,,,,,
1162,Huerfanos 1400 - Departamento 1608,Departamento,Publicado hace 11 meses,2021-07-01,"Huerfanos 1400 - Departamento 1608, Franklin - Biobío, Santiago, RM (Metropolitana)",260.000,,"0,29 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,30000 CLP,,,,,,
1163,"Departamento 2d 2b En Santiago Centro, Monjitas 744",Departamento,Publicado hace 11 meses,2021-07-01,"Monjitas 744, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",300.000,,"0,2 UF/m²","0,26 UF/m²",50 m²,50 m²,2,2,,60000 CLP,,,,,,
1164,Lindo Departamento Con Gran Vista  Oriente,Departamento,Publicado hace 11 meses,2021-07-01,"Merced 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",300.000,,"0,22 UF/m²","0,72 UF/m²",45 m²,40 m²,1,1,,60000 CLP,,,,,,
1165,General Mackenna,Departamento,Publicado hace 10 meses,2021-07-01,"General Mackenna, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",350.000,,"0,23 UF/m²","0,26 UF/m²",52 m²,50 m²,2,1,,,,,,,,
1166,Amplio / Portugal / Santa Isabel,Departamento,Publicado hace 10 meses,2021-07-01,"Amplio / Portugal / Santa Isabel, Santa Isabel, Santiago, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,21 UF/m²",79 m²,75 m²,3,2,,45000 CLP,,,,,,
1167,Morandé 580,Departamento,Publicado hace 10 meses,2021-07-01,"Morandé 580, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",300.000,,"0,23 UF/m²","0,72 UF/m²",43 m²,38 m²,1,1,,,,,,,,
1168,Departamento Cercano A Metro U. Católica,Departamento,Publicado hace 10 meses,2021-07-01,"Paulino Alfonso 330, Barrio Lastarria, Santiago, RM (Metropolitana)",10,309.013,"0,35 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,,,,,,,
1169,Lira 140,Departamento,Publicado hace 10 meses,2021-07-01,"Lira 140, Santa Isabel, Santiago, RM (Metropolitana)",250.000,,"0,21 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,,45000 CLP,,,,,,
1170,Ismael Valdés Vergara 654 - Departamento 14,Departamento,Publicado hace 10 meses,2021-07-01,"Ismael Valdés Vergara 654 - Departamento 14, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",350.000,,"0,26 UF/m²","0,26 UF/m²",45 m²,45 m²,2,1,,105000 CLP,,,,,,
1171,Metro Universidad Chile,Departamento,Publicado hace 10 meses,2021-07-01,"Metro Universidad Chile, Bulnes, Santiago, RM (Metropolitana)",260.000,,"0,24 UF/m²","0,72 UF/m²",36 m²,36 m²,1,1,,,,,,,,
1172,Amplio / Portugal / Santa Isabel,Departamento,Publicado hace 10 meses,2021-07-01,"Amplio / Portugal / Santa Isabel, Santa Isabel, Santiago, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,21 UF/m²",79 m²,75 m²,3,2,,45000 CLP,,,,,,
1173,Marín 382,Departamento,Publicado hace 10 meses,2021-07-01,"Marín 382, Santa Isabel, Santiago, RM (Metropolitana)",240.000,,"0,27 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,,,,,,,
1174,Placer 1156,Departamento,Publicado hace 10 meses,2021-07-01,"Placer 1156, Franklin - Biobío, Santiago, RM (Metropolitana)",380.000,,"0,27 UF/m²",,47 m²,43 m²,3,1,,,,,,,,
1175,Departamento Cercano A Metro U. Católica,Departamento,Publicado hace 10 meses,2021-07-01,"Paulino Alfonso  330, Barrio Lastarria, Santiago, RM (Metropolitana)",10,309.013,"0,42 UF/m²","0,72 UF/m²",25 m²,25 m²,1,1,,40000 CLP,,,,,,
1176,"Sin Comisión, Paris 600 - 900, Metro Santa Lucía",Departamento,Publicado hace 10 meses,2021-07-01,"Sin Comisión, Paris 600 - 900, Metro Santa Lucía, Bulnes, Santiago, RM (Metropolitana)",580.000,,"0,16 UF/m²",,120 m²,120 m²,4,2,,,,,,,,
1177,Teatinos 535,Departamento,Publicado hace 10 meses,2021-07-01,"Teatinos 535, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",230.000,,"0,3 UF/m²","0,72 UF/m²",26 m²,26 m²,1,1,,,,,,,,
1178,Arriendo 1 Dormitorios 1 Baño,Departamento,Publicado hace 2 meses,2021-07-01,"Arriendo 1 Dormitorios 1 Baño, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",260.000,,"0,24 UF/m²","0,72 UF/m²",37 m²,37 m²,1,1,,40000 CLP,,,,,,
1179,Metro Moneda Acera Sur,Departamento,Publicado hace 10 meses,2021-07-01,"Metro Moneda Acera Sur, Bulnes, Santiago, RM (Metropolitana)",290.000,,"0,28 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,,,,,,,
1180,Padre Luis De Valdivia 339,Departamento,Publicado hace 10 meses,2021-07-01,"Padre Luis De Valdivia 339, Barrio Lastarria, Santiago, RM (Metropolitana)",310.000,,"0,43 UF/m²","0,72 UF/m²",24 m²,24 m²,1,1,,,,,,,,
1181,Metro / Vic. Mackenna / Av. Matta 52,Departamento,Publicado hace 7 meses,2021-07-01,"Metro / Vic. Mackenna / Av. Matta 52, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",250.000,,"0,34 UF/m²","0,72 UF/m²",25 m²,23 m²,1,1,,,,,,,,
1182,Metro Bellas Artes,Departamento,Publicado hace 10 meses,2021-07-01,"Metro Bellas Artes, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",270.000,,"0,21 UF/m²","0,72 UF/m²",43 m²,43 m²,1,1,,65000 CLP,,,,,,
1183,"Luminoso, Confortable .cercano Metro.",Departamento,Publicado hace 10 meses,2021-07-01,"San Martín 311, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",240.000,,"0,24 UF/m²","0,72 UF/m²",34 m²,34 m²,1,1,,,,,,,,
1184,Dpto 1 Dorm Alonso Ovalle Santiago Centro,Departamento,Publicado hace 10 meses,2021-07-01,"Padre Alonso De Ovalle 884 - Departamento 603, Bulnes, Santiago, RM (Metropolitana)",280.000,,"0,24 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,,,,,,,,
1185,Gorbea 2203,Departamento,Publicado hace 10 meses,2021-07-01,"Gorbea 2203, Barrio República, Santiago, RM (Metropolitana)",390.000,,"0,28 UF/m²","0,72 UF/m²",47 m²,45 m²,1,1,,65000 CLP,,,,,,
1186,Catedral / San Martin,Departamento,Publicado hace 10 meses,2021-07-01,"Catedral / San Martin, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",8,264.444,"0,25 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,,,,,,,
1187,Fray Camilo Henríquez 190 - Departamento 202,Departamento,Publicado hace 9 meses,2021-07-01,"Fray Camilo Henríquez 190 - Departamento 202, Santa Isabel, Santiago, RM (Metropolitana)",220.000,,"0,19 UF/m²","0,72 UF/m²",38 m²,38 m²,1,1,,,,,,,,
1188,Santa Isabel 502,Departamento,Publicado hace 4 meses,2021-07-01,"Santa Isabel 502, Santa Isabel, Santiago, RM (Metropolitana)",330.000,,"0,19 UF/m²","0,84 UF/m²",60 m²,60 m²,2,2,,,,,,,,
1189,Mosqueto-santo Domingo,Departamento,Publicado hace 9 meses,2021-07-01,"Mosqueto-santo Domingo, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",250.000,,"0,21 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,,,,,,,,
1190,Avenida Santa Rosa 325,Departamento,Publicado hace 9 meses,2021-07-01,"Avenida Santa Rosa 325, Santa Isabel, Santiago, RM (Metropolitana)",290.000,,"0,2 UF/m²","0,72 UF/m²",48 m²,45 m²,1,1,,,,,,,,
1191,"Oportunidad Amoblado , De Primera,!! !!!,metro Bellas Ar...",Departamento,Publicado hace 9 meses,2021-07-01,"Oportunidad Amoblado , De Primera,!! !!!,metro Bellas Artes / Plaza Armas , Calle Merced, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",390.000,,"0,33 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,,,,,,,,
1192,Alameda / Metro / Carmen 187,Departamento,Publicado hace 9 meses,2021-07-01,"Alameda / Metro / Carmen 187, Santa Isabel, Santiago, RM (Metropolitana)",380.000,,"0,21 UF/m²","0,84 UF/m²",60 m²,55 m²,2,2,,,,,,,,
1193,San Martin / Agustinas,Departamento,Publicado hace 9 meses,2021-07-01,"San Martin / Agustinas, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",11,335.755,"0,23 UF/m²","0,26 UF/m²",50 m²,49 m²,2,2,,,,,,,,
1194,Depto Manuel Rodriguez,Departamento,Publicado hace 9 meses,2021-07-01,"Avenida Manuel Rodriguez Norte 83 - Departamento 1406, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",240.000,,"0,18 UF/m²","0,72 UF/m²",45 m²,37 m²,1,1,,,,,,,,
1195,Amoblado; Con O Sin Estacionamiento,Departamento,Publicado hace 9 meses,2021-07-01,"Santa Victoria 411 - Departamento 1701, Santa Isabel, Santiago, RM (Metropolitana)",320.000,,"0,26 UF/m²","0,72 UF/m²",42 m²,38 m²,1,1,,,,,,,,
1196,Rosas 2053,Departamento,Publicado hace 9 meses,2021-07-01,"Rosas 2053, Barrio Brasil, Santiago, RM (Metropolitana)",280.000,,"0,25 UF/m²","0,72 UF/m²",38 m²,38 m²,1,1,,,,,,,,
1197,Santo Domingo Con Est. Y Bod.,Departamento,Publicado hace 9 meses,2021-07-01,"Santo Domingo Con Est. Y Bod., Centro Histórico de Santiago, Santiago, RM (Metropolitana)",450.000,,"0,3 UF/m²","0,72 UF/m²",50 m²,40 m²,1,1,1,,,,,,,
1198,Argomedo 320,Departamento,Publicado hace 9 meses,2021-07-01,"Argomedo 320, Santa Isabel, Santiago, RM (Metropolitana)",260.000,,"0,25 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,,,,,,,
1199,Argomedo 320,Departamento,Publicado hace 9 meses,2021-07-01,"Argomedo 320, Santa Isabel, Santiago, RM (Metropolitana)",260.000,,"0,25 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,,,,,,,
