,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Gastos comunes,Estacionamientos,Antigüedad,Ambientes,Bodegas,Número de piso de la unidad,Departamentos por piso,Cantidad de pisos,Orientación
6192,"Departamento 2d/2b/1e/1b, Fernandez Concha 440, Ñuñoa ",Departamento,Publicado hace 12 días,2021-07-02,"Fernández Concha 440, Ñuñoa, Región Metropolitana, Chile, Estadio Nacional, Ñuñoa, RM (Metropolitana)",570.000,,"0,25 UF/m²","0,25 UF/m²",76 m²,72 m²,2,2,140000 CLP,1,,,1,4,,5,
6193,Depto Cercano Al Metro Villa Frei Plaza Ñuñoa,Departamento,Publicado hace 12 días,2021-07-02,"Juan Moya Morales, 22, Ñuñoa, RM (Metropolitana)",380.000,,"0,32 UF/m²","0,31 UF/m²",40 m²,37 m²,1,1,70000 CLP,1,,2,,,,,
6194,350.000 - Departamento Amoblado Un Dormitorio,Departamento,Publicado hace 12 días,2021-07-02,"Curicó, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",350.000,,"0,34 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,36000 CLP,,21 años,,,6,10,10,S
6195,Departamento Amoblado Nuevo,Departamento,Publicado hace 12 días,2021-07-02,"Camino San Francisco De Asís 115, Las Condes, Las Condes, Chile, Mall Sport, Las Condes, RM (Metropolitana)",620.000,,"0,58 UF/m²","0,37 UF/m²",36 m²,43 m²,1,1,80000 CLP,1,0 años,,1,6,10,8,
6196,"Ubicación, Espacio Y Vista.",Departamento,Publicado hace 12 días,2021-07-02,"Av Presidente Kennedy 5947, Las Condes, Chile, Parque Arauco, Las Condes, RM (Metropolitana)",600.000,,"0,4 UF/m²","0,37 UF/m²",51 m²,40 m²,1,1,85000 CLP,1,,,1,,,,SO
6197,Depto.  Amoblado 1d 1b (jovenes/estudiantes),Departamento,,2021-07-02,"Metro Simón Bolivar, La Reina, RM (Metropolitana)",420.000,,"0,44 UF/m²",,32 m²,32 m²,1,1,40000 CLP,,,,,1,,,
6198,Departamento En Arriendo En Las Condes,Departamento,Publicado hace 12 días,2021-07-02,"El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",35,1.039.948,,,80 m²,80 m²,,,,,,,,,,,
6199,Departamento A Pasos Del Metro Santa Lucia,Departamento,Publicado hace 12 días,2021-07-02,"San Isidro 96, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",500.000,,"0,31 UF/m²","0,84 UF/m²",54 m²,54 m²,2,2,85000 CLP,1,3 años,,1,22,6,24,
6200,Departamento En Arriendo De 2 Dorm. En Vitacura,Departamento,Publicado hace 12 días,2021-07-02,"Corte De Apelaciones Con Av. Kennedy Lateral, Vitacura, RM (Metropolitana)",670.000,,"0,21 UF/m²","0,32 UF/m²",108 m²,94 m²,2,2,45000 CLP,1,,,,,,,
6201,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6202,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6203,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6204,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6205,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6206,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6207,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6208,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6209,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6210,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6211,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6212,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6213,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6214,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6215,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6216,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6217,Metro Santa Ana. San Martín Con Catedral,Departamento,Publicado hace 12 días,2021-07-02,"San Martín 513, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,60 m²,3,1,55000 CLP,,,,1,,,,
6218,Arriendo Departamento En Irarrázabal,Departamento,Publicado hace 12 días,2021-07-02,"Irarrázaval 5000, Ñuñoa, Chile, Plaza Egaña, Ñuñoa, RM (Metropolitana)",420.000,,"0,34 UF/m²","0,3 UF/m²",41.5 m²,41.5 m²,2,1,70000 CLP,1,,,,,,,
6219,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6220,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6221,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6222,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6223,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6224,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6225,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6226,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6227,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6228,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6229,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6230,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6231,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6232,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6233,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6234,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6235,Departamento 2 D 2 Baños + Estac. +bodega S.residencial,Departamento,Publicado hace 12 días,2021-07-02,"Pedro Marín, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",500.000,,"0,21 UF/m²","0,25 UF/m²",80 m²,62 m²,2,2,130000 CLP,1,13 años,,1,7,7,11,
6236,Dpto 1 Dormitorio En Suite Remodelado Metro Bellas Artes,Departamento,Publicado hace 12 días,2021-07-02,"Enrique Mac Iver 524, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",280.000,,"0,24 UF/m²","0,72 UF/m²",40 m²,35 m²,1,1,50000 CLP,,,,,17,,20,
6237,Dp Próximo Metro Parque Bustamante,Departamento,Publicado hace 12 días,2021-07-02,"General Jofré 100, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",270.000,,"0,26 UF/m²","0,72 UF/m²",35 m²,32 m²,1,1,58000 CLP,,14 años,,1,,,18,SP
6238,Dpto Remodelado Metro Santa Lucia,Departamento,Publicado hace 12 días,2021-07-02,"Avenida Libertador Bernardo O'higgins 723, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",299.000,,"0,25 UF/m²","0,26 UF/m²",40 m²,35 m²,2,1,45000 CLP,,,,,7,6,10,
6239,Arriendo Hermoso Departamento Amoblado Cerca Municipalidad,Departamento,Publicado hace 12 días,2021-07-02,"Marchant Pereira 900 - 1200, Providencia, Chile, Pedro de Valdivia, Providencia, RM (Metropolitana)",690.000,,"0,29 UF/m²","0,28 UF/m²",80 m²,75 m²,2,2,150000 CLP,1,,,,,,,
6240,Arriendo Hermoso Departamento Amoblado Cerca Municipalidad,Departamento,Publicado hace 12 días,2021-07-02,"Marchant Pereira 900 - 1200, Providencia, Chile, Pedro de Valdivia, Providencia, RM (Metropolitana)",690.000,,"0,29 UF/m²","0,28 UF/m²",80 m²,75 m²,2,2,150000 CLP,1,,,,,,,
6241,Arriendo Hermoso Departamento Amoblado Cerca Municipalidad,Departamento,Publicado hace 12 días,2021-07-02,"Marchant Pereira 900 - 1200, Providencia, Chile, Pedro de Valdivia, Providencia, RM (Metropolitana)",690.000,,"0,29 UF/m²","0,28 UF/m²",80 m²,75 m²,2,2,150000 CLP,1,,,,,,,
6242,Arriendo Hermoso Departamento Amoblado Cerca Municipalidad,Departamento,Publicado hace 12 días,2021-07-02,"Marchant Pereira 900 - 1200, Providencia, Chile, Pedro de Valdivia, Providencia, RM (Metropolitana)",690.000,,"0,29 UF/m²","0,28 UF/m²",80 m²,75 m²,2,2,150000 CLP,1,,,,,,,
6243,Arriendo Hermoso Departamento Amoblado Cerca Municipalidad,Departamento,Publicado hace 12 días,2021-07-02,"Marchant Pereira 900 - 1200, Providencia, Chile, Pedro de Valdivia, Providencia, RM (Metropolitana)",690.000,,"0,29 UF/m²","0,28 UF/m²",80 m²,75 m²,2,2,150000 CLP,1,,,,,,,
6244,Arriendo Hermoso Departamento Amoblado Cerca Municipalidad,Departamento,Publicado hace 12 días,2021-07-02,"Marchant Pereira 900 - 1200, Providencia, Chile, Pedro de Valdivia, Providencia, RM (Metropolitana)",690.000,,"0,29 UF/m²","0,28 UF/m²",80 m²,75 m²,2,2,150000 CLP,1,,,,,,,
6245,Arriendo Hermoso Departamento Amoblado Cerca Municipalidad,Departamento,Publicado hace 12 días,2021-07-02,"Marchant Pereira 900 - 1200, Providencia, Chile, Pedro de Valdivia, Providencia, RM (Metropolitana)",690.000,,"0,29 UF/m²","0,28 UF/m²",80 m²,75 m²,2,2,150000 CLP,1,,,,,,,
6246,Arriendo Hermoso Departamento Amoblado Cerca Municipalidad,Departamento,Publicado hace 12 días,2021-07-02,"Marchant Pereira 900 - 1200, Providencia, Chile, Pedro de Valdivia, Providencia, RM (Metropolitana)",690.000,,"0,29 UF/m²","0,28 UF/m²",80 m²,75 m²,2,2,150000 CLP,1,,,,,,,
6247,Arriendo Hermoso Departamento Amoblado Cerca Municipalidad,Departamento,Publicado hace 12 días,2021-07-02,"Marchant Pereira 900 - 1200, Providencia, Chile, Pedro de Valdivia, Providencia, RM (Metropolitana)",690.000,,"0,29 UF/m²","0,28 UF/m²",80 m²,75 m²,2,2,150000 CLP,1,,,,,,,
6248,Arriendo Hermoso Departamento Amoblado Cerca Municipalidad,Departamento,Publicado hace 12 días,2021-07-02,"Marchant Pereira 900 - 1200, Providencia, Chile, Pedro de Valdivia, Providencia, RM (Metropolitana)",690.000,,"0,29 UF/m²","0,28 UF/m²",80 m²,75 m²,2,2,150000 CLP,1,,,,,,,
6249,Arriendo Hermoso Departamento Amoblado Cerca Municipalidad,Departamento,Publicado hace 12 días,2021-07-02,"Marchant Pereira 900 - 1200, Providencia, Chile, Pedro de Valdivia, Providencia, RM (Metropolitana)",690.000,,"0,29 UF/m²","0,28 UF/m²",80 m²,75 m²,2,2,150000 CLP,1,,,,,,,
6250,"Av. España 397, Santiago, Chile",Departamento,Publicado hace 4 meses,2021-07-02,"Av. España 397, Santiago, Chile, Barrio República, Santiago, RM (Metropolitana)",280.000,,"0,24 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,50000 CLP,,,,,,,,
6251,Cómodo Departamento A Pasos Del Metro En Ñuñoa,Departamento,Publicado hace 12 días,2021-07-02,"Avenida Vicuña Mackenna 955, Santiago, Ñuñoa, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",360.000,,"0,32 UF/m²","0,26 UF/m²",38 m²,38 m²,2,1,60000 CLP,,10 años,,,1205,4,12,NP
6252,Cómodo Departamento A Pasos Del Metro En Ñuñoa,Departamento,Publicado hace 12 días,2021-07-02,"Avenida Vicuña Mackenna 955, Santiago, Ñuñoa, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",360.000,,"0,32 UF/m²","0,26 UF/m²",38 m²,38 m²,2,1,60000 CLP,,10 años,,,1205,4,12,NP
6253,Cómodo Departamento A Pasos Del Metro En Ñuñoa,Departamento,Publicado hace 12 días,2021-07-02,"Avenida Vicuña Mackenna 955, Santiago, Ñuñoa, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",360.000,,"0,32 UF/m²","0,26 UF/m²",38 m²,38 m²,2,1,60000 CLP,,10 años,,,1205,4,12,NP
6254,Cómodo Departamento A Pasos Del Metro En Ñuñoa,Departamento,Publicado hace 12 días,2021-07-02,"Avenida Vicuña Mackenna 955, Santiago, Ñuñoa, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",360.000,,"0,32 UF/m²","0,26 UF/m²",38 m²,38 m²,2,1,60000 CLP,,10 años,,,1205,4,12,NP
6255,Cómodo Departamento A Pasos Del Metro En Ñuñoa,Departamento,Publicado hace 12 días,2021-07-02,"Avenida Vicuña Mackenna 955, Santiago, Ñuñoa, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",360.000,,"0,32 UF/m²","0,26 UF/m²",38 m²,38 m²,2,1,60000 CLP,,10 años,,,1205,4,12,NP
6256,Cómodo Departamento A Pasos Del Metro En Ñuñoa,Departamento,Publicado hace 12 días,2021-07-02,"Avenida Vicuña Mackenna 955, Santiago, Ñuñoa, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",360.000,,"0,32 UF/m²","0,26 UF/m²",38 m²,38 m²,2,1,60000 CLP,,10 años,,,1205,4,12,NP
6257,Cómodo Departamento A Pasos Del Metro En Ñuñoa,Departamento,Publicado hace 12 días,2021-07-02,"Avenida Vicuña Mackenna 955, Santiago, Ñuñoa, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",360.000,,"0,32 UF/m²","0,26 UF/m²",38 m²,38 m²,2,1,60000 CLP,,10 años,,,1205,4,12,NP
6258,Cómodo Departamento A Pasos Del Metro En Ñuñoa,Departamento,Publicado hace 12 días,2021-07-02,"Avenida Vicuña Mackenna 955, Santiago, Ñuñoa, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",360.000,,"0,32 UF/m²","0,26 UF/m²",38 m²,38 m²,2,1,60000 CLP,,10 años,,,1205,4,12,NP
6259,Cómodo Departamento A Pasos Del Metro En Ñuñoa,Departamento,Publicado hace 12 días,2021-07-02,"Avenida Vicuña Mackenna 955, Santiago, Ñuñoa, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",360.000,,"0,32 UF/m²","0,26 UF/m²",38 m²,38 m²,2,1,60000 CLP,,10 años,,,1205,4,12,NP
6260,Cómodo Departamento A Pasos Del Metro En Ñuñoa,Departamento,Publicado hace 12 días,2021-07-02,"Avenida Vicuña Mackenna 955, Santiago, Ñuñoa, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",360.000,,"0,32 UF/m²","0,26 UF/m²",38 m²,38 m²,2,1,60000 CLP,,10 años,,,1205,4,12,NP
6261,Departamento 1 Dormitorio ,Departamento,Publicado hace 12 días,2021-07-02,"Agustinas 2376, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",350.000,,"0,29 UF/m²","0,72 UF/m²",40 m²,42 m²,1,1,,,,,,,,,P
6262,Carmen Covarrubias  Duble Almeyda,Departamento,Publicado hace 12 días,2021-07-02,"Carmen Covarrubias  Duble Almeyda, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",650.000,,"0,27 UF/m²","0,24 UF/m²",81 m²,81 m²,3,2,110000 CLP,1,,3,1,10,,12,
6263,"Avenida Ecuador 3866, Santiago, Estación Central, Chile",Departamento,Publicado hace 4 meses,2021-07-02,"Avenida Ecuador 3866, Santiago, Estación Central, Chile, Universidad de Santiago, Estación Central, RM (Metropolitana)",235.000,,"0,22 UF/m²","0,26 UF/m²",36 m²,33 m²,1,1,40000 CLP,,1 años,,,15,,30,N
6264,Depto Estudio Metro Ecuador,Departamento,Publicado hace 12 días,2021-07-02,"Alameda Libertador Bernardo O'higgins, Metro Ecuador, Estación Central, RM (Metropolitana)",235.000,,"0,32 UF/m²","0,26 UF/m²",25 m²,25 m²,1,1,30 CLP,,,,,11,,,suroriente
6265,Acogedor Departamento A 2 Cuadras Del Metro Las Rejas,Departamento,Publicado hace 12 días,2021-07-02,"Avenida María Rozas Velásquez 61, Santiago, Estación Central, Chile, Metro Las Rejas, Estación Central, RM (Metropolitana)",220.000,,"0,25 UF/m²","0,26 UF/m²",30 m²,30 m²,1,1,30000 CLP,,4 años,,,11,,,
6266,"Departamento En Primer Piso, Frente A La Plaza Yungay.",Departamento,Publicado hace 12 días,2021-07-02,"Rosas 2725, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",400.000,,"0,22 UF/m²",,60 m²,60 m²,3,1,30000 CLP,,16 años,,,1,2,4,
6267,Hermoso Y Comodo Departamento Cercano A Estacion Metro Uc,Departamento,Publicado hace 12 días,2021-07-02,"Lira 245, Santiago, Región Metropolitana, Chile, Santa Isabel, Santiago, RM (Metropolitana)",420.000,,"0,25 UF/m²","0,84 UF/m²",57 m²,57 m²,2,2,70000 CLP,1,4 años,,1,8,8,10,S
6268,Excelente Departamento. Oportunidad. Dueño Sin Comision!!,Departamento,Publicado hace 12 días,2021-07-02,"Martín De Zamora 3621, Las Condes, Chile, Vaticano, Las Condes, RM (Metropolitana)",620.000,,"0,23 UF/m²","0,33 UF/m²",90 m²,80 m²,2,2,105000 CLP,1,,,1,4,,,
6269,Vive La Experiencia Barrio Italia !!!!,Departamento,Publicado hace 12 días,2021-07-02,"Avenida Italia 2025, Ñuñoa, Chile, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",550.000,,"0,3 UF/m²","0,25 UF/m²",62 m²,62 m²,2,2,90000 CLP,1,0 años,,1,9,,,SP
6270,Fray Camilo Henriquez 440 / Sta. Isabel,Departamento,Publicado hace 12 días,2021-07-02,"Fray Camilo Henríquez 440, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",245.000,,"0,31 UF/m²","0,72 UF/m²",27 m²,25 m²,1,1,50000 CLP,,11 años,,,1,,25,P
6271,Oportunidad Departamento Luminoso Con Vista Cerro Santa L...,Departamento,Publicado hace 12 días,2021-07-02,"Padre Luis De Valdivia, Santa Isabel, Santiago, RM (Metropolitana)",330.000,,"0,3 UF/m²","0,72 UF/m²",37 m²,37 m²,1,1,68000 CLP,,10 años,,,,,,
6272,Amplio Departamento Con Excelente Vista,Departamento,Publicado hace 12 días,2021-07-02,"Avenida María Rozas Velásquez 61, Santiago, Estación Central, Chile, Metro Las Rejas, Estación Central, RM (Metropolitana)",330.000,,"0,25 UF/m²","0,25 UF/m²",45 m²,45 m²,2,1,50000 CLP,,5 años,,,26,12,,
