,cod_propiedad,tipo_propiedad,info_general,nombre_propiedad,precio_a,precio_b,n_dormitorios,n_banos,sup_terreno,sup_util,sup_construida,aval_fiscal,fecha_publicacion,fecha_plusvalia,valor_plusvalia,latitud,longitud
0,Código: :codigo:,,:direccion: Ver ubicación,:titulo:,:precioUF:,:precioDespliegue:,,1,,50 m²,60 m²,39.482.734,03-03-2021,,,-33.4041,-70.5949
1,Código: :codigo:,,:direccion: Ver ubicación,:titulo:,:precioUF:,:precioDespliegue:,,3,,280 m²,280 m²,262.310.282,10-06-2021,2020 1ºSem,83,-33.4059,-70.594
2,Código: EB-GU1844,Departamento,Departamento en Arriendo Vitacura - Metropolitana Ver ubicación,Vitacura.,UF 80,$ 2.362.358,4,3,,243 m²,,,03-06-2021,2020 1ºSem,83,-33.4025,-70.5969
3,Código: 28530,Departamento,Departamento en Arriendo Vitacura - Metropolitana Ver ubicación,Armando Jaramillo,$ 1.000.030,"UF 33,87",3,2,,110 m²,140 m²,,12-06-2021,2020 1ºSem,83,-33.4028,-70.5942
4,Código: 201075955,Casa,Casa en Arriendo Vitacura - Metropolitana Ver ubicación,Nueva Costanera,UF 280,$ 8.268.254,7,4,615 m²,293 m²,,615.583.793,09-10-2020,2020 1ºSem,104,-33.4,-70.5983
5,Código: 26106,Departamento,Departamento en Arriendo Vitacura - Metropolitana Ver ubicación,Alonso de Córdova,$ 1.300.000,"UF 44,02",3,3,,160 m²,170 m²,143.078.159,15-04-2021,2020 1ºSem,91,-33.4004,-70.5977
6,Código: 202051998,Departamento,Departamento en Arriendo Vitacura - Metropolitana Ver ubicación,Las Catalpas/Vitacura,$ 370.000,"UF 12,53",1,1,,32 m²,32 m²,31.956.490,29-12-2020,2020 1ºSem,83,-33.4071,-70.5981
7,Código: 202373604,Departamento,Departamento en Arriendo Vitacura - Metropolitana Ver ubicación,Las Nieves,$ 650.000,"UF 22,01",2,2,,74 m²,81 m²,58.318.394,23-04-2021,2020 1ºSem,83,-33.4041,-70.5936
8,Código: 52391,Departamento,Departamento en Arriendo Vitacura - Metropolitana Ver ubicación,ALONSO DE CORDOVA - VITACURA/LAS NIEVES,$ 470.000,"UF 15,92",1,1,,50 m²,,39.482.734,16-04-2021,2020 1ºSem,83,-33.4045,-70.5948
9,Código: MAL1908,Departamento,Departamento en Arriendo Vitacura - Metropolitana Ver ubicación,Departamento Amoblado Las Nieves,UF 85,$ 2.510.005,3,4,,380 m²,380 m²,,04-01-2021,2020 1ºSem,83,-33.4065,-70.5952
10,Código: 202375113,Departamento,Departamento en Arriendo Vitacura - Metropolitana Ver ubicación,Las Nieves /Las Catalpas,$ 900.000,"UF 30,48",3,2,,126 m²,150 m²,5.971.894,20-03-2021,2020 1ºSem,83,-33.4068,-70.5984
11,Código: 77,Departamento,Departamento en Arriendo Vitacura - Metropolitana Ver ubicación,PARQUE BICENTENARIO / NUEVA COSTANERA,UF 30,$ 885.884,2,2,,67 m²,70 m²,2.082.266,01-07-2021,2020 1ºSem,28,-33.4054,-70.5991
12,Código: 202005526,Departamento,Departamento en Arriendo Recoleta - Metropolitana Ver ubicación,Avenida Santo Dumont,$ 300.000,"UF 10,16",2,1,,43 m²,"44,8 m²",,10-06-2021,,,-33.4215,-70.6493
13,Código: 202006572,Departamento,Departamento en Arriendo Recoleta - Metropolitana Ver ubicación,Santos Dumont con Av. Perú,$ 390.000,"UF 13,21",3,2,,62 m²,64 m²,29.838.961,22-05-2021,2020 1ºSem,50,-33.4224,-70.6409
14,Código: 53279,Departamento,Departamento en Arriendo Recoleta - Metropolitana Ver ubicación,LORETO/ STA FILOMENA/BARRIO BELLAVISTA,$ 300.000,"UF 10,16",1,1,,40 m²,,,18-06-2021,2020 1ºSem,47,-33.4296,-70.6421
15,,Departamento,Departamento en Arriendo Recoleta - Metropolitana Ver ubicación,santos Dumont,$ 520.000,"UF 17,61",2,2,,56 m²,63 m²,,24-04-2021,2020 1ºSem,44,-33.4219,-70.6476
16,,,,,:precioUF:,"UF 7,11",1,1,,24 m²,24 m²,11.438.272,05-02-2021,2020 1ºSem,44,-33.4258,-70.6463
17,Código: 202005257,Departamento,Departamento en Arriendo Recoleta - Metropolitana Ver ubicación,Cerca del metro Patronato y Cerro Blanco,$ 430.000,"UF 14,56",2,2,,74 m²,143 m²,25.871.800,01-07-2021,2020 1ºSem,47,-33.4262,-70.6436
18,Código: 202058146,Departamento,Departamento en Arriendo Vitacura - Metropolitana Ver ubicación,TUPUNGATO/CORTE APELACIONES,$ 830.000,"UF 28,11",4,3,,107 m²,110 m²,98.344.966,12-03-2021,2020 1ºSem,67,-33.3843,-70.5373
19,Código: 202059211,Departamento,Departamento en Arriendo Vitacura - Metropolitana Ver ubicación,La Llaveria/Kennedy,$ 980.000,"UF 33,19",4,3,,108 m²,116 m²,1.085.784.366,26-04-2021,2020 1ºSem,67,-33.3853,-70.5392
20,Código: 27838,Departamento,Departamento en Arriendo Vitacura - Metropolitana Ver ubicación,Tabancura,$ 1.150.000,"UF 38,94",3,3,,130 m²,140 m²,127.193.905,25-05-2021,2020 1ºSem,67,-33.3837,-70.535
21,Código: 1028018296-5,Departamento,Departamento en Arriendo Las Condes - Metropolitana Ver ubicación,Kennedy Lateral,$ 1.950.000,"UF 66,04",4,4,,244 m²,244 m²,214.476.390,17-06-2021,2020 1ºSem,67,-33.3846,-70.5363
22,Código: 1574550,Departamento,Departamento en Arriendo Las Condes - Metropolitana Ver ubicación,"Oficina de 47 m2, 2 privados con sala espera",UF 17,$ 502.001,2,2,,47 m²,,,29-01-2021,2020 1ºSem,82,-33.3839,-70.5333
23,Código: 202712273,Departamento,Departamento en Arriendo Vitacura - Metropolitana Ver ubicación,Corte de Apelaciones con Av. Kennedy Lateral,$ 670.000,"UF 22,69",2,2,,94 m²,108 m²,122.480.011,24-06-2021,2020 1ºSem,67,-33.3849,-70.5373
24,Código: EB-HR9100,Departamento,Departamento en Arriendo Vitacura - Metropolitana Ver ubicación,Tabancura.,UF 37,$ 1.092.590,3,2,,130 m²,,,10-06-2021,2020 1ºSem,102,-33.3803,-70.5367
25,Código: 202375428,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Monjitas con San Antonio,$ 230.000,"UF 7,79",1,1,,30 m²,32 m²,33.986.666,10-04-2021,2020 1ºSem,59,-33.4372,-70.6479
26,Código: 1028068026-28,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Cómodo departamento en el corazón de Lastarrias,$ 290.000,"UF 9,82",1,1,,37 m²,39 m²,41.309.378,19-05-2021,2020 1ºSem,59,-33.4373,-70.6456
27,Código: 202375259,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Metro Bellas Artes,$ 250.000,"UF 8,47",1,1,,38 m²,38 m²,839.366,31-03-2021,2020 1ºSem,59,-33.4387,-70.6448
28,Código: 202073384,Departamento,Departamento en Arriendo Recoleta - Metropolitana Ver ubicación,Avda. Santa María / Parque Forestal,$ 800.000,"UF 27,09",5,3,,240 m²,260 m²,47.181.573,19-05-2021,2020 1ºSem,55,-33.4331,-70.6446
29,,,,,:precioUF:,"UF 12,53",2,1,,70 m²,70 m²,60.640.149,04-01-2021,,,-33.4372,-70.6486
30,Código: 202375044,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Merced con Mac Iver,$ 230.000,"UF 7,79",1,1,,22 m²,22 m²,23.766.831,11-05-2021,2020 1ºSem,59,-33.4378,-70.647
31,Código: 202007868,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Barrio Lastarria / Metro U. Católica,$ 370.000,"UF 12,53",1,1,,36 m²,36 m²,43.935.589,31-03-2021,2020 1ºSem,59,-33.4394,-70.6414
32,Código: 202708676,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,José Victorino Lastarria /Metro Universidad Católica,$ 450.000,"UF 15,24",2,2,,57 m²,57 m²,28.458.161,04-02-2020,2020 1ºSem,59,-33.4399,-70.641
33,Código: 202143931,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Barrio Lastarria,$ 350.000,"UF 11,85",1,1,,38 m²,38 m²,45.366.230,25-09-2020,2020 1ºSem,59,-33.439,-70.6412
34,Código: 202006598,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Santo Domingo / Mac Iver (AMOBLADO Y EQUIPADO),$ 300.000,"UF 10,16",1,1,,35 m²,35 m²,85.202.051,12-03-2021,2020 1ºSem,59,-33.4354,-70.6481
35,,,,,,,,,,,30 m²,31.490.628,13-03-2021,,,-33.43711413,-70.64659311
36,Código: 53258,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Huerfanos/Merced,$ 350.000,"UF 11,85",1,1,,48 m²,,,15-06-2021,2020 1ºSem,59,-33.4383,-70.6448
37,Código: 202375394,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Lastarria con Alameda,$ 260.000,"UF 8,8",1,1,,33 m²,33 m²,47.740.159,18-04-2021,2020 1ºSem,59,-33.4394,-70.6414
38,Código: 202374869,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Parque Forestal /Metro Bellas Artes,$ 330.000,"UF 11,18",1,1,,30 m²,30 m²,34.988.346,13-03-2021,2020 1ºSem,59,-33.43555332,-70.64594282
39,,,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Monjitas con San Antonio,$ 380.000,"UF 12,87",2,2,,70 m²,71 m²,55.846.125,25-01-2021,2020 1ºSem,59,-33.4372,-70.6479
40,Código: 1028072018-27,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Monjitas,$ 340.000,"UF 11,51",1,1,,35 m²,35 m²,405.272,24-06-2021,2020 1ºSem,59,-33.4366,-70.6444
41,Código: 202053200,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Amoblado/Metro Santa Lucía,$ 300.000,"UF 10,16",1,1,,32 m²,37 m²,25.849.326,02-06-2021,2020 1ºSem,59,-33.4393,-70.6455
42,Código: 202375448,Departamento,Departamento en Arriendo Recoleta - Metropolitana Ver ubicación,Parque Forestal,$ 425.000,"UF 14,39",2,2,,60 m²,63 m²,29.200.140,29-04-2021,2020 1ºSem,55,-33.4334,-70.6418
43,Código: 202031104,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Merced con Lastarria,$ 450.000,"UF 15,24",2,2,,80 m²,80 m²,72.950.330,23-04-2021,2020 1ºSem,59,-33.437,-70.6401
44,,,,,,,,,,,:metrosConstruidos: m²,,05-11-2020,,,-33.4386,-70.6419
45,Código: 202232018,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Bellas Artes,$ 1.700.000,"UF 57,57",3,2,,200 m²,220 m²,237.680.422,22-10-2020,2020 1ºSem,59,-33.4376,-70.6443
46,Código: 202376072,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Merced con Mac Iver,$ 290.000,"UF 9,82",1,1,,30 m²,32 m²,29.068.025,27-05-2021,2020 1ºSem,59,-33.4378,-70.6473
47,Código: 202374628,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Merced con Mosqueto,$ 290.000,"UF 9,82",2,1,,44 m²,45 m²,50.890.455,24-02-2021,2020 1ºSem,59,-33.438,-70.6448
48,,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Padre Luis de Valdivia,$ 350.000,"UF 11,85",1,1,,37 m²,37 m²,36.978.916,05-11-2020,2020 1ºSem,59,-33.4386,-70.6419
49,Código: 202375045,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Merced con Mac Iver,$ 230.000,"UF 7,79",1,1,,22 m²,22 m²,23.766.831,11-05-2021,2020 1ºSem,59,-33.4378,-70.647
50,Código: 1028071003-121,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Jose Victorino Lastarria,$ 320.000,"UF 10,84",1,1,,46 m²,46 m²,68.894.313,22-06-2021,2020 1ºSem,59,-33.4389,-70.6412
51,Código: 29114,Departamento,Departamento en Arriendo Ñuñoa - Metropolitana Ver ubicación,Avenida Irarrázaval,$ 350.000,"UF 11,85",1,1,,32 m²,32 m²,35.986.976,27-06-2021,2020 1ºSem,75,-33.4567,-70.5978
52,,,,,,,,,,,,,,,,,
53,Código: 1028018010-360,Departamento,Departamento en Arriendo Ñuñoa - Metropolitana Ver ubicación,Holanda,$ 400.000,"UF 13,55",1,1,,37 m²,42 m²,,12-05-2021,2020 1ºSem,70,-33.4539,-70.5966
54,Código: 20382,Departamento,Departamento en Arriendo Ñuñoa - Metropolitana Ver ubicación,Irarrázaval,$ 400.000,"UF 13,55",1,1,,35 m²,38 m²,1.488.078,10-06-2021,2020 1ºSem,59,-33.4556,-70.5904
55,Código: 202078849,Departamento,Departamento en Arriendo Ñuñoa - Metropolitana Ver ubicación,Plaza Ñuñoa,$ 400.000,"UF 13,55",1,1,,35 m²,38 m²,40.167.322,24-06-2021,2020 1ºSem,59,-33.4562,-70.5902
56,Código: 202373957,Departamento,Departamento en Arriendo Ñuñoa - Metropolitana Ver ubicación,Metro Chile España,$ 400.000,"UF 13,55",2,1,,46 m²,46 m²,35.931.907,25-01-2021,2020 1ºSem,70,-33.4552,-70.5973
57,Código: 201077457,Casa,Casa en Arriendo Ñuñoa - Metropolitana Ver ubicación,A una cuadra de Plaza Ñuñoa,$ 3.800.000,"UF 128,68",4,5,180 m²,165 m²,,91.196.826,12-05-2021,2020 1ºSem,65,-33.4551,-70.592
58,Código: 16143,Departamento,Departamento en Arriendo Ñuñoa - Metropolitana Ver ubicación,Clorinda Wilshaw,UF 14,$ 413.412,1,1,,28 m²,34 m²,31.993.921,05-11-2020,2020 1ºSem,75,-33.4567,-70.5978
59,Código: 202015510,Departamento,Departamento en Arriendo Ñuñoa - Metropolitana Ver ubicación,A PASOS DE METRO CHILE ESPAÑA,$ 430.000,"UF 14,56",1,1,,37 m²,41 m²,,11-04-2021,2020 1ºSem,70,-33.4551,-70.5959
60,,,,,,,,,,,,:avaluoFiscalTotalPesos:,:fechaPublicacionDespliegue:,,,-33.4494,-70.6226
61,Código: 202045303,Departamento,Departamento en Arriendo Ñuñoa - Metropolitana Ver ubicación,Julio Prado / Sucre / Barrio Italia,$ 420.000,"UF 14,22",1,1,,"36,4 m²","42,2 m²",,11-02-2021,2020 1ºSem,59,-33.4494,-70.6202
62,Código: 202053114,Departamento,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,a una cuadra de Av. Bilbao,$ 780.000,"UF 26,41",2,2,,98 m²,98 m²,69.305.110,08-05-2021,2020 1ºSem,73,-33.4416,-70.622
63,,,,,"UF 13,95",$ 411.936,1,1,,"42,2 m²","52,2 m²",46.185.174,23-07-2020,2020 1ºSem,59,-33.4494,-70.6226
64,Código: 201201624,Casa,Casa en Arriendo Providencia - Metropolitana Ver ubicación,Fresia,$ 1.900.000,"UF 64,34",10,4,387 m²,237 m²,,176.747.174,01-10-2020,,,-33.4472,-70.6226
65,Código: 48725,Casa,Casa en Arriendo Providencia - Metropolitana Ver ubicación,José Manuel Infante/Julio Prado,UF 65,$ 1.919.416,9,4,384 m²,394 m²,1 m²,284.233.320,29-01-2021,2020 1ºSem,57,-33.4404,-70.6215
66,Código: 27675,Departamento,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,Santa Victoria,$ 500.000,"UF 16,93",1,2,,58 m²,58 m²,66.038.022,19-05-2021,2020 1ºSem,54,-33.4461,-70.6279
67,Código: 2559630,Casa,Casa en Arriendo Providencia - Metropolitana Ver ubicación,"Casa Comercial, excelente ubicación en Providencia",UF 74,$ 2.185.181,,3,380 m²,220 m²,,,08-06-2021,2020 1ºSem,56,-33.4472,-70.6226
68,Código: 202051647,Departamento,Departamento en Arriendo Ñuñoa - Metropolitana Ver ubicación,Tegualda / Rengo,"UF 13,95",$ 411.936,1,1,,"42,2 m²","52,2 m²",46.185.174,23-07-2020,2020 1ºSem,59,-33.4494,-70.6226
69,Código: :codigo:,,:direccion: Ver ubicación,:titulo:,:precioUF:,,9,4,394 m²,335 m²,,284.233.320,20-10-2020,2020 1ºSem,57,-33.4407,-70.6217
70,Código: 27258,Departamento,Departamento en Arriendo Las Condes - Metropolitana Ver ubicación,Rosario Sur,$ 1.250.000,"UF 42,33",3,2,,140 m²,160 m²,214.605.813,11-05-2021,2020 1ºSem,81,-33.4118,-70.5681
71,Código: 278507,Departamento,Departamento en Arriendo Las Condes - Metropolitana Ver ubicación,Martin de Zamora/ Manquehue,$ 1.800.000,"UF 60,96",3,3,,140 m²,260 m²,118.854.217,08-04-2021,2020 1ºSem,73,-33.4148,-70.5626
72,,,,,,,,,,,,,,,,,
73,Código: 2131,Departamento,Departamento en Arriendo Las Condes - Metropolitana Ver ubicación,HERNANDO DE MAGALLANES / AV. CRISTOBAL COLON,$ 750.000,"UF 25,4",2,2,,68 m²,74 m²,,22-05-2021,2020 1ºSem,73,-33.4174,-70.5601
74,Código: 202071126,Departamento,Departamento en Arriendo Las Condes - Metropolitana Ver ubicación,Manquehue sector Apumanque,$ 540.000,"UF 18,29",1,1,,45 m²,55 m²,42.001.717,29-05-2021,2020 1ºSem,81,-33.4124,-70.5669
75,Código: 202002200,Departamento,Departamento en Arriendo Las Condes - Metropolitana Ver ubicación,Sector Apumanque,$ 580.000,"UF 19,64",2,2,,70 m²,70 m²,,18-05-2021,2020 1ºSem,81,-33.4115,-70.5668
76,,,,,,,,,,,,,,,,,
77,Código: 202000401,Departamento,Departamento en Arriendo Las Condes - Metropolitana Ver ubicación,MARTÍN DE ZAMORA CERCANO A MANQUEHUE,$ 1.800.000,"UF 60,96",3,3,,140 m²,260 m²,118.854.217,08-01-2019,2020 1ºSem,73,-33.4154,-70.5619
78,Código: 27154,Departamento,Departamento en Arriendo Las Condes - Metropolitana Ver ubicación,Martín de Zamora,$ 650.000,"UF 22,01",2,2,,73 m²,82 m²,66.771.963,07-05-2021,2020 1ºSem,73,-33.4159,-70.5683
79,Código: 202005690,Departamento,Departamento en Arriendo Las Condes - Metropolitana Ver ubicación,"privilegiada ubicación en las condes a pasos del metro y ,Apumanque .",$ 460.000,"UF 15,58",1,1,,36 m²,46 m²,40.657.639,10-04-2021,2020 1ºSem,81,-33.4114,-70.5672
80,Código: Add1088495,Departamento,Departamento en Arriendo Las Condes - Metropolitana Ver ubicación,"Amoblado, Av Colon, Domingo Bondi",$ 750.000,"UF 25,4",3,3,94 m²,82 m²,82 m²,73.991.859,19-06-2021,2020 1ºSem,73,-33.4189358,-70.5680462
81,Código: 202005725,Departamento,Departamento en Arriendo Las Condes - Metropolitana Ver ubicación,Hernando de Magallanes / Colón,$ 850.000,"UF 28,78",3,3,,120 m²,135 m²,,08-06-2021,2020 1ºSem,73,-33.4182,-70.5606
82,Código: 202053215,Departamento,Departamento en Arriendo Las Condes - Metropolitana Ver ubicación,Martín de Zamora/Hernando de Magallanes/Los Alpes.,$ 710.000,"UF 24,04",3,3,,87 m²,94 m²,106.238.375,07-06-2021,2020 1ºSem,73,-33.4154,-70.5607
83,Código: 2130,Departamento,Departamento en Arriendo Las Condes - Metropolitana Ver ubicación,HERNANDO DE MAGALLANES / AV. CRISTOBAL COLON,$ 750.000,"UF 25,4",2,2,,68 m²,74 m²,,22-05-2021,2020 1ºSem,73,-33.4174,-70.5601
84,Código: 202078823,Departamento,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,Metro Inés de Suárez,$ 450.000,"UF 15,24",1,1,,40 m²,45 m²,35.894.421,20-06-2021,2020 1ºSem,80,-33.4348,-70.6103
85,Código: 51851,Departamento,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,Manuel Montt/Antonio Varas,$ 850.000,"UF 28,78",3,2,,78 m²,,65.504.069,20-03-2021,2020 1ºSem,75,-33.4347,-70.6159
86,Código: 202075406,Departamento,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,Marchant Pereira,$ 550.000,"UF 18,63",1,1,,48 m²,52 m²,49.600.424,08-03-2021,2020 1ºSem,92,-33.4326,-70.6119
87,Código: 201224723,Casa,Casa en Arriendo Providencia - Metropolitana Ver ubicación,General del Canto / Anibal Ariztía,$ 2.200.000,"UF 74,5",9,3,230 m²,223 m²,,145.485.740,07-12-2020,,,-33.4318,-70.6167
88,Código: 202053308,Departamento,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,Regimiento Cazadores/Pocuro METRO INES DE SUAREZ,$ 770.000,"UF 26,08",3,2,,85 m²,95 m²,101.525.795,20-06-2021,2020 1ºSem,75,-33.4377,-70.6111
89,Código: 202373451,Departamento,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,Manuel Montt/Providencia,$ 575.000,"UF 19,47",2,,,76 m²,76 m²,60.788.323,24-12-2020,2020 1ºSem,75,-33.4304,-70.6191
90,Código: 1577377,Departamento,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,Mar del Plata,$ 630.000,"UF 21,33",2,2,,80 m²,80 m²,64.306.788,04-06-2021,2020 1ºSem,80,-33.4337,-70.6107
91,Código: 202053117,Departamento,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,Espectacular Penthouse/Duplex. Amplia terraza en azotea. Eliodoro Yáñez/Pedro de Valdivia,$ 890.000,"UF 30,14",1,2,,82 m²,135 m²,109.724.364,11-05-2021,2020 1ºSem,92,-33.4321,-70.6127
92,,,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,Valenzuela Castillo,$ 700.000,"UF 23,71",3,2,,74 m²,78 m²,65.504.069,14-05-2021,2020 1ºSem,75,-33.4349,-70.6162
93,Código: 1028063019-57,Departamento,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,REGIMIENTO CAZADORES,$ 780.000,"UF 26,41",3,2,,96 m²,96 m²,101.525.795,18-05-2021,2020 1ºSem,75,-33.4375,-70.6113
94,Código: 1577505,Departamento,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,Moderno y completo departamento / Metro I. de Suárez,$ 780.000,"UF 26,41",3,2,,87 m²,97 m²,101.525.795,20-05-2021,2020 1ºSem,75,-33.4377,-70.6111
95,Código: 202053214,Departamento,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,Barros Borgoño / Manuel Montt,$ 730.000,"UF 24,72",2,2,,"77,2 m²","90,1 m²",101.162.510,05-06-2021,2020 1ºSem,75,-33.432,-70.6174
96,Código: 202041857,Departamento,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,Eleodoro Yáñez / Antonio Varas,"UF 14,3",$ 422.271,1,1,,40 m²,49 m²,28.493.102,08-04-2021,2020 1ºSem,92,-33.4318,-70.6146
97,Código: 6987,Departamento,Departamento en Arriendo Providencia - Metropolitana Ver ubicación,ELIODORO YAÑEZ / FEDERICO FROEBEL,$ 550.000,"UF 18,63",1,1,,36 m²,40 m²,,30-06-2021,2020 1ºSem,92,-33.4326,-70.6119
98,Código: 6983,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,HUERFANOS / AMUNÁTEGUI,$ 470.000,"UF 15,92",1,1,,50 m²,50 m²,47.478.558,30-06-2021,2020 1ºSem,52,-33.4404,-70.6566
99,Código: 202372426,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Metro La Moneda-Paseo Bulnes,$ 270.000,"UF 9,14",1,1,,28 m²,28 m²,26.175.978,02-04-2021,2020 1ºSem,48,-33.4497,-70.6532
100,Código: 46,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,METRO SANTA ANA,$ 380.000,"UF 12,87",2,2,,65 m²,65 m²,,28-04-2021,2020 1ºSem,52,-33.4403,-70.6568
101,Código: 52792,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Av Manuel Rodríguez y Tucapel Jiménez/Moneda - Santiago Centro,$ 280.000,"UF 9,48",1,1,,40 m²,,32.350.135,14-05-2021,2020 1ºSem,52,-33.4427,-70.6595
102,Código: 202265354,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Eleuterio Ramírez con San Diego,$ 240.000,"UF 8,13",1,1,,34 m²,36 m²,29.849.302,12-05-2021,2020 1ºSem,55,-33.4493,-70.6504
103,Código: 202375399,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Lord Cochrane con Tarapacá,$ 230.000,"UF 7,79",1,1,,34 m²,38 m²,36.141.812,10-04-2021,2020 1ºSem,51,-33.4484,-70.6554
104,Código: 202375774,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Metro La Moneda,$ 350.000,"UF 11,85",2,2,,75 m²,75 m²,44.365.002,06-05-2021,2020 1ºSem,51,-33.4472,-70.654
105,,,,:titulo:,:precioUF:,:precioDespliegue:,:dormitoriosText:,:,:superficieTerreno: m²,:metrosUtiles: m²,:metrosConstruidos: m²,,15-06-2021,2020 1ºSem,52,-33.4432,-70.6586
106,Código: 202041652,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Moneda / Tucapel Jiménez,$ 345.000,"UF 11,68",2,2,,48 m²,50 m²,52.632.876,09-01-2021,2020 1ºSem,52,-33.4427,-70.6592
107,Código: 1028060068-1,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Oportunidad cerca del Metro la Moneda,$ 260.000,"UF 8,8",1,1,,33 m²,33 m²,23.724.988,25-05-2021,2020 1ºSem,51,-33.4479,-70.6539
108,,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Metro Santa Ana,$ 280.000,"UF 9,48",1,1,,48 m²,48 m²,,06-05-2021,2020 1ºSem,48,-33.4406,-70.6549
109,,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,HUERFANOS / AMUNÁTEGUI,$ 390.000,"UF 13,21",1,1,,50 m²,50 m²,52.151.736,17-06-2021,2020 1ºSem,52,-33.4404,-70.6566
110,Código: 1028068032-44,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Baja de precio! Céntrico muy conectado!,$ 275.000,"UF 9,31",1,1,,32 m²,34 m²,34.325.103,24-06-2021,2020 1ºSem,51,-33.4493,-70.6546
111,Código: 20444,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Av Lord Cochrane / Tarapacá,$ 400.000,"UF 13,55",1,1,,26 m²,26 m²,9.715.452.544,12-03-2021,2020 1ºSem,51,-33.4481,-70.6549
112,Código: 202028151,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Huérfanos / San Martín,$ 260.000,"UF 8,8",1,1,,30 m²,30 m²,27.519.182,24-07-2020,2020 1ºSem,52,-33.4409,-70.6576
113,Código: 202373617,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Padre Miguel de Olivares con San Ignacio,$ 250.000,"UF 8,47",1,1,,35 m²,36 m²,32.643.830,17-03-2021,2020 1ºSem,51,-33.4492,-70.6558
114,Código: 201074558,Casa,Casa en Arriendo Santiago - Metropolitana Ver ubicación,MONEDA SAN MARTIN (Piso 1 arriendo UF 29) (Piso 2 arriendo UF 27),UF 56,$ 1.653.650,10,5,182 m²,242 m²,,185.084.125,26-03-2021,,,-33.4428,-70.6568
115,Código: 202143924,Departamento,Departamento en Arriendo Santiago - Metropolitana Ver ubicación,Tarapacá con Nataniel Cox,$ 300.000,"UF 10,16",1,1,,33 m²,33 m²,23.724.988,19-05-2021,2020 1ºSem,51,-33.448,-70.6539
116,,,,Av Lord Cochrane / Tarapacá,$ 650.000,"UF 22,01",2,2,,64 m²,64 m²,9.715.452.544,12-03-2021,2020 1ºSem,51,-33.448,-70.6549
