,cod_propiedad,tipo_propiedad,info_general,nombre_propiedad,precio_a,precio_b,n_dormitorios,n_banos,sup_terreno,sup_util,sup_construida,aval_fiscal,fecha_publicacion,fecha_plusvalia,valor_plusvalia,latitud,longitud
1491,Código: :codigo:,,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Las Hualtatas /Pio XI,UF 12.800,$ 377.977.344,:dormitoriosText:,4,,135 m²,180 m²,186.886.342,18-04-2021,2020 1ºSem,89,-33.4004,-70.581
1492,Código: :codigo:,,:direccion: Ver ubicación,:titulo:,:precioUF:,:precioDespliegue:,:dormitoriosText:,:,:superficieTerreno: m²,,260 m²,160.703.676,28-05-2021,2020 1ºSem,85,-33.4008,-70.5869
1493,,,,,,,,,,,,,,,,,
1494,Código: :codigo:,,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Alonso de Cordova con Av. Americo Vespucio,UF 12.490,$ 368.823.205,3,3,,128 m²,147 m²,172.833.600,11-05-2021,2020 1ºSem,83,-33.4038,-70.5888
1495,Código: 102064029,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Alonso de Cordova,UF 22.000,$ 649.648.560,3,5,,280 m²,380 m²,268.333.818,18-05-2019,2020 1ºSem,83,-33.4043,-70.5891
1496,Código: 1546692,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,El Tamarugo - Arturo Ureta,UF 17.500,$ 516.765.900,3,4,,208 m²,,205.563.879,09-10-2019,2020 1ºSem,89,-33.4019,-70.5848
1497,Código: 102375348,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Parque Arauco,UF 14.300,$ 422.271.564,4,3,,140 m²,"95,8 m²",113.129.508,07-04-2021,2020 1ºSem,70,-33.4059,-70.5846
1498,,,,,,,,,,,,,,,,,
1499,Código: Add782409,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,SE VENDE-Lindo Depto en Sector Las Hualtatas-Pio XI-Vitacura,UF 12.500,$ 369.118.500,3,3,,,140 m²,192.848.937,13-12-2019,2020 1ºSem,89,-33.4001494,-70.5807349
1500,Código: 102158618,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Américo Vespucio Norte / Las Hualtatas,UF 15.000,$ 442.942.200,3,2,,190 m²,220 m²,184.424.189,03-01-2019,2020 1ºSem,85,-33.4015,-70.5868
1501,Código: 420978,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Las Hualtatas / Vespucio,UF 14.500,$ 428.177.460,3,4,,140 m²,178 m²,200.406.042,09-06-2021,2020 1ºSem,89,-33.4015,-70.5835
1502,Código: 1548902,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Alonso de Cordova Vista Panoramica,UF 18.500,$ 546.295.380,3,3,,240 m²,390 m²,111.650.229,12-12-2018,2020 1ºSem,70,-33.4052,-70.5836
1503,Código: 27953,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Cerro Colorado,UF 15.500,$ 457.706.940,5,4,,140 m²,170 m²,113.129.508,28-05-2021,2020 1ºSem,70,-33.4059,-70.5846
1504,Código: 27976,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Presidente Riesco,UF 12.300,$ 363.212.604,4,3,,148 m²,160 m²,175.063.504,01-06-2021,2020 1ºSem,88,-33.4077,-70.5813
1505,,,,,,,,,,140 m²,170 m²,182.330.245,27-05-2021,,,-33.4007,-70.5807
1506,Código: 1028056041-1,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Cerro La Parva,UF 9.700,$ 286.435.956,4,4,,140 m²,167 m²,115.002.896,23-04-2021,2020 1ºSem,70,-33.406,-70.585
1507,,,,,,,,,,,,,,,,,
1508,,,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Se arrienda departamento con espectacular vista sector Parque Arauco,$ 1.250.000,"UF 42,33",,,,,139 m²,173.807.993,28-10-2018,2020 1ºSem,88,-33.4053642,-70.5832529
1509,,,,,,,,,,,,,,,,,
1510,,,,,,,,,,,,,,,,,
1511,Código: 101005917,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Chamisero / Chicureo,UF 12.500,$ 369.118.500,4,3,580 m²,150 m²,,95.826.346,26-05-2021,2020 1ºSem,62,-33.3094,-70.66
1512,Código: 101374769,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Chamisero,UF 17.300,$ 510.860.004,4,4,716 m²,265 m²,,238.955.285,05-03-2021,2020 1ºSem,62,-33.304,-70.6653
1513,Código: 101021251,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Chamisero,UF 13.600,$ 401.600.928,4,4,478 m²,176 m²,,156.614.736,11-05-2021,2020 1ºSem,62,-33.3076,-70.6625
1514,,,,,,,,5,,207 m²,357 m²,274.837.709,01-06-2021,,,-33.3691,-70.5777
1515,,,,,,,,,,,,,,,,,
1516,,,,,,,:dormitoriosText:,4,:superficieTerreno: m²,:metrosUtiles: m²,:metrosConstruidos: m²,:avaluoFiscalTotalPesos:,:fechaPublicacionDespliegue:,,,-33.3676,-70.5779
1517,Código: 101018299,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,Santa Maria de Manquehue,UF 48.000,$ 1.417.415.040,5,3,2.000 m²,570 m²,,653.274.495,02-01-2020,2020 1ºSem,86,-33.3657,-70.5749
1518,,,,,,,,,,,,,,,,,
1519,,,,,,,,,,,,,,,,,
1520,Código: 102042218,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,GOLF MANQUEHUE,UF 29.800,$ 879.978.504,5,4,,331 m²,360 m²,453.627.476,06-02-2019,,,-33.3692,-70.5776
1521,Código: 102052605,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,SANTA MARIA DE MANQUEHUE/PARQUE ANTONIO RABAT,UF 22.800,$ 673.272.144,3,5,,220 m²,"232,3 m²",267.177.788,30-04-2021,2020 1ºSem,97,-33.3691,-70.5777
1522,Código: Add637210,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,Impecable casa reformada en Santa Maria Manquehue,UF 39.000,$ 1.151.649.720,,,1.124 m²,,426 m²,566.319.711,08-04-2019,2020 1ºSem,86,-33.3689538,-70.5769768
1523,Código: Add613725,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,Impecable casa reformada en Santa Maria Manquehue,UF 39.500,$ 1.166.414.460,5,5,1.124 m²,,426 m²,566.319.711,19-02-2019,2020 1ºSem,86,-33.3689538,-70.5769768
1524,Código: 101060365,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,CAMINO AGUA DEL PADRE/ LA CUMBRE,UF 29.500,$ 871.119.660,6,4,1.070 m²,300 m²,,400.735.697,18-11-2020,2020 1ºSem,86,-33.3657,-70.5777
1525,Código: 102064481,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Parque Antonio Rabat,UF 32.000,$ 944.943.360,5,5,,386 m²,963 m²,512.760.561,26-06-2019,2020 1ºSem,97,-33.3683,-70.5797
1526,Código: 16500,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Colegio San Benito - Vitacura,UF 24.500,$ 723.472.260,4,4,,260 m²,290 m²,359.755.728,12-03-2020,,,-33.3689,-70.5768
1527,,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,Carolina Rabat / La Vendimia,UF 23.500,$ 693.942.780,4,3,500 m²,250 m²,,200.285.684,08-05-2021,2020 1ºSem,86,-33.3653,-70.5754
1528,Código: 101135306,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,Mediterránea / Colegio San Benito,UF 42.000,$ 1.240.238.160,4,4,1.050 m²,300 m²,,595.572.956,16-05-2021,2020 1ºSem,86,-33.3685,-70.5752
1529,Código: 101047226,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,LA CUMBRE/ LA VENDIMIA,UF 48.000,$ 1.417.415.040,4,3,2.000 m²,600 m²,,653.274.495,06-02-2019,2020 1ºSem,86,-33.3674,-70.5729
1530,,,,:titulo:,:precioUF:,:precioDespliegue:,:dormitoriosText:,:,:superficieTerreno: m²,:metrosUtiles: m²,:metrosConstruidos: m²,:avaluoFiscalTotalPesos:,:fechaPublicacionDespliegue:,,,-33.3687,-70.5753
1531,Código: 102076362,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Carolina Rabat - La Vendimia,UF 27.000,$ 797.295.960,4,4,,"232,5 m²","276,1 m²",3.873.793,06-11-2020,,,-33.3692,-70.5777
1532,Código: 26559,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,Camino Agua del Padre,UF 23.500,$ 693.942.780,4,3,500 m²,250 m²,,200.285.684,22-04-2021,2020 1ºSem,86,-33.3652,-70.5783
1533,Código: 102058923,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Cercano a Colegio San Benito,UF 28.000,$ 826.825.440,5,5,,331 m²,351 m²,453.758.407,24-08-2019,2020 1ºSem,97,-33.3674,-70.5783
1534,Código: 101008086,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,Carolina Rabat / La Vendimia,UF 23.500,$ 693.942.780,4,3,500 m²,250 m²,,200.285.684,04-06-2021,2020 1ºSem,86,-33.3653,-70.5754
1535,,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,Santa Maria Medio / Vitacura,UF 29.000,$ 856.354.920,4,7,1.000 m²,600 m²,,633.512.293,06-06-2019,2020 1ºSem,86,-33.3688,-70.5729
1536,Código: 20188,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Carolina Rabat con Jardín,UF 21.000,$ 620.119.080,3,4,,207 m²,221 m²,274.837.709,18-05-2021,2020 1ºSem,97,-33.3691,-70.5777
1537,Código: 102075777,Departamento,Departamento en Venta Usado San Miguel - Metropolitana Ver ubicación,"Alcalde Pedro Alarcón - Santa Rosa, El Llano",UF 3.200,$ 94.494.336,2,2,,47 m²,51 m²,161.725.751,12-10-2020,2020 1ºSem,46,-33.4876,-70.6432
1538,Código: 1028061047-4,Departamento,Departamento en Venta Usado San Miguel - Metropolitana Ver ubicación,Llano Subercaseaux,$ 85.000.000,"UF 2.878,48",3,2,,56 m²,56 m²,24.231.054,02-04-2021,,,-33.4802,-70.6491
1539,Código: 14651,Departamento,Departamento en Venta Usado San Miguel - Metropolitana Ver ubicación,CHILOE,UF 2.990,$ 88.293.145,2,2,,53 m²,53 m²,37.545.674,05-11-2020,2020 1ºSem,46,-33.4871,-70.6471
1540,Código: 102075780,Departamento,Departamento en Venta Usado San Miguel - Metropolitana Ver ubicación,Alcalde Pedro Alarcón - Sta. Rosa,UF 2.545,$ 75.152.526,1,1,,38 m²,41 m²,,22-10-2020,2020 1ºSem,46,-33.4876,-70.6432
1541,Código: 52235,Departamento,Departamento en Venta Usado San Miguel - Metropolitana Ver ubicación,METRO SAN MIGUEL (AM)/AV SANTA ROSA (AM),UF 2.200,$ 64.964.856,3,1,,53 m²,,30.371.819,06-04-2021,2020 1ºSem,46,-33.4893,-70.6416
1542,Código: 102006151,Departamento,Departamento en Venta Usado San Miguel - Metropolitana Ver ubicación,PEDRO ALARCON/ METRO EL LLANO,UF 2.250,$ 66.441.330,1,1,,37 m²,39 m²,24.223.512,31-05-2021,2020 1ºSem,45,-33.4868,-70.6462
1543,Código: 102010891,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Leonardo Da Vinci - Rossini,UF 9.500,$ 280.530.060,2,2,,61 m²,237 m²,72.552.180,08-05-2021,2020 1ºSem,82,-33.4066,-70.5566
1544,Código: 1028050039-144,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Fray Angelico,UF 7.800,$ 230.329.944,2,2,,76 m²,76 m²,86.873.765,08-04-2021,2020 1ºSem,82,-33.4047,-70.5562
1545,Código: 1577652,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,Casa REMODELADA Las Clarisas,UF 34.500,$ 1.018.767.060,3,3,980 m²,313 m²,,361.856.999,28-05-2021,2020 1ºSem,83,-33.4035,-70.5592
1546,Código: 102045413,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Pedro de Gamboa / Las Tranqueras,UF 9.500,$ 280.530.060,3,3,,96 m²,106 m²,116.607.528,20-03-2021,2020 1ºSem,109,-33.4008,-70.5561
1547,,,,,,,,,,,,,,,,,
1548,,,,,,,,,,110 m²,,83.142.876,13-06-2021,,,-33.4012,-70.5522
1549,Código: D3897,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,APOQUINDO / TOMÁS MORO,UF 29.000,$ 856.354.920,4,2,480 m²,140 m²,,,11-03-2019,,,-33.4087,-70.5521
1550,,,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Av Las condes / Los Barbechos,UF 5.100,$ 150.600.348,1,2,,45 m²,53 m²,79.554.792,13-05-2021,2020 1ºSem,109,-33.405,-70.5584
1551,,,,,,,,,,,,,,,,-33.4044,-70.5561
1552,Código: 420908,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Los Trigales/Los Barbechos,UF 5.100,$ 150.600.348,1,1,,40 m²,42 m²,54.822.940,05-05-2021,2020 1ºSem,109,-33.4029,-70.5568
1553,Código: 102058096,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Metro Hernando de Magallanes/Estadio Italiano,UF 5.100,$ 150.600.348,1,1,,38 m²,48 m²,57.158.042,06-02-2019,2020 1ºSem,82,-33.4066,-70.5564
1554,Código: 102010827,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Av. Las Condes - Fray Angelico,UF 7.800,$ 230.329.944,2,2,,66 m²,76 m²,86.873.765,14-04-2021,2020 1ºSem,82,-33.4046,-70.5566
1555,,,,Av. Las Condes / Los Barbechos / La Oración,UF 7.100,$ 209.659.308,2,2,,63 m²,66 m²,92.399.531,08-06-2021,2020 1ºSem,109,-33.4023,-70.5565
1556,Código: 23575,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Donatello,UF 6.600,$ 194.894.568,2,2,,60 m²,66 m²,70.862.704,30-04-2021,2020 1ºSem,82,-33.4029,-70.5552
1557,,,,,,$ 200.800.464,2,2,65 m²,50 m²,50 m²,63.324.578,07-06-2021,,,-33.403035,-70.5552316
1558,Código: 101045384,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,La Oración / Avda. Las Condes,UF 17.200,$ 507.907.056,4,3,390 m²,190 m²,,161.817.802,12-03-2021,2020 1ºSem,83,-33.4029,-70.557
1559,Código: 420977,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,Paul Harris/ A. Soublette,$ 459.990.000,"UF 15.577,31",4,4,288 m²,180 m²,,120.549.625,07-06-2021,2020 1ºSem,65,-33.4092,-70.5361
1560,Código: 101037361,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,VITAL APOQUINDO,UF 14.900,$ 439.989.252,4,2,460 m²,188 m²,,172.097.770,03-06-2021,2020 1ºSem,65,-33.4058,-70.5351
1561,Código: 101005007,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,General Blanche / Cardenal Newman,UF 12.900,$ 380.930.292,4,2,286 m²,152 m²,,125.596.246,29-01-2021,2020 1ºSem,76,-33.4073,-70.5381
1562,Código: P4493,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,PAUL HARRIS / CAMINO EL ALBA,UF 24.000,$ 708.707.520,4,4,810 m²,288 m²,,,11-03-2019,2020 1ºSem,76,-33.4049,-70.5383
1563,Código: 101041326,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,Camino El Alba / Camino El Algarrobo,UF 35.000,$ 1.033.531.800,4,4,1.518 m²,500 m²,1 m²,554.855.161,08-06-2019,2020 1ºSem,80,-33.4011,-70.5319
1564,Código: 101132306,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,General Blanche/ Paul Harris,$ 460.000.000,"UF 15.577,65",3,3,288 m²,180 m²,,120.549.625,03-06-2021,2020 1ºSem,65,-33.409,-70.5368
1565,Código: 1028026083-12,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Avenida Casa Piedra,UF 10.800,$ 318.918.384,6,4,478 m²,160 m²,,109.331.733,05-06-2021,,,-33.2015,-70.6484
1566,Código: 102008605,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Riesco/luz,UF 16.800,$ 496.095.264,3,4,,200 m²,218 m²,247.262.981,28-05-2021,2020 1ºSem,82,-33.412,-70.6002
1567,Código: 1564576,Casa,Casa en Venta Usado Providencia - Metropolitana Ver ubicación,Barrio las Flores/Providencia Los Narcisos,UF 16.990,$ 501.705.865,4,4,368 m²,289 m²,,263.561.636,25-02-2020,2020 1ºSem,88,-33.4115,-70.6022
1568,Código: 102330503,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Presidente Riesco / Club de Golf Los Leones,UF 29.000,$ 856.354.920,4,4,,390 m²,402 m²,442.782.957,25-09-2020,2020 1ºSem,82,-33.4119,-70.6008
1569,Código: 102078235,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,"El Bosque norte, Ebro",UF 12.600,$ 372.071.448,4,3,,133 m²,133 m²,124.027.898,29-04-2021,2020 1ºSem,82,-33.4166,-70.6017
1570,Código: 102375421,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,El Bosque Norte,UF 7.690,$ 227.081.701,3,2,,79 m²,90 m²,77.448.864,10-04-2021,2020 1ºSem,82,-33.4157,-70.6035
1571,,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Presidente Riesco,UF 14.000,$ 413.412.720,5,3,,180 m²,220 m²,189.453.072,03-12-2020,2020 1ºSem,82,-33.4117,-70.6014
1572,Código: :codigo:,,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,LUZ / RIESCO / EL GOLF,UF 6.850,$ 202.276.938,:dormitoriosText:,2,,60 m²,77 m²,71.905.852,22-02-2021,2020 1ºSem,82,-33.4106,-70.6015
1573,Código: :codigo:,,:direccion: Ver ubicación,:titulo:,:precioUF:,:precioDespliegue:,:dormitoriosText:,:,:superficieTerreno: m²,,100 m²,114.655.618,29-05-2021,2020 1ºSem,75,-33.4192,-70.6028
1574,Código: 102161773,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Presidente Riesco,UF 29.000,$ 856.354.920,4,5,,500 m²,540 m²,442.782.957,19-02-2021,2020 1ºSem,82,-33.4117,-70.6008
1575,Código: 102078913,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Helvecia con Avda Vitacura / Remodelado ( cod mjn),UF 4.100,$ 121.070.868,1,1,,37 m²,41 m²,46.581.772,29-06-2021,2020 1ºSem,82,-33.4152,-70.6042
1576,Código: 101020877,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,"Sector el Golf, Las Condes",UF 20.320,$ 600.039.033,3,2,"156,3 m²",105 m²,105 m²,101.975.012,07-02-2019,,,-33.4104,-70.6016
1577,Código: 43357,Departamento,Departamento en Venta Usado Providencia - Metropolitana Ver ubicación,Andres Bello/Providencia,UF 4.000,$ 118.117.920,1,1,,50 m²,50 m²,29.586.607,20-11-2019,2020 1ºSem,75,-33.4188,-70.6071
1578,Código: 102008848,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,El Golf,UF 9.500,$ 280.530.060,2,2,,100 m²,114 m²,94.644.534,28-05-2021,2020 1ºSem,82,-33.4118,-70.6006
1579,Código: 1576297,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,TOUR VIRTUAL / Cómodo departamento / Portada Vitacura,UF 5.400,$ 159.459.192,2,2,,70 m²,90 m²,92.408.127,30-04-2021,2020 1ºSem,82,-33.4123,-70.603
1580,Código: 101021930,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,"El Golf, cercano a rotonda Perez Zujovic",UF 21.900,$ 646.695.612,3,2,146 m²,"134,6 m²","134,6 m²",114.188.940,07-02-2019,,,-33.4103,-70.6015
1581,Código: P3013,Casa,Casa en Venta Usado Providencia - Metropolitana Ver ubicación,SANTA MARIA / EL CERRO,UF 15.300,$ 451.801.044,4,3,280 m²,240 m²,,,11-03-2019,2020 1ºSem,88,-33.4161,-70.6095
1582,Código: 102008738,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,EL GOLF,UF 9.500,$ 280.530.060,2,2,,93 m²,111 m²,102.075.046,08-06-2021,2020 1ºSem,82,-33.4133,-70.6004
1583,Código: 29274,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Av. Vitacura,UF 4.480,$ 132.292.070,1,1,,37 m²,40 m²,46.581.772,01-07-2021,2020 1ºSem,82,-33.415,-70.604
1584,Código: 1028081006-5,Departamento,Departamento en Venta Usado Santiago - Metropolitana Ver ubicación,Eleuterio Ramírez,UF 3.250,$ 95.970.810,2,2,,"50,4 m²","50,4 m²",49.871.629,08-06-2021,2020 1ºSem,55,-33.4484,-70.6474
1585,,Departamento,Departamento en Venta Usado Santiago - Metropolitana Ver ubicación,LIRA esquina Gral Jofre,UF 3.499,$ 103.323.650,2,2,,43 m²,43 m²,36.369.828,09-10-2020,2020 1ºSem,55,-33.4461,-70.6402
1586,Código: 13510,Departamento,Departamento en Venta Usado Santiago - Metropolitana Ver ubicación,Santa Rosa,UF 2.600,$ 76.776.648,1,1,,35 m²,35 m²,38.943.799,05-11-2020,2020 1ºSem,55,-33.4491,-70.6449
1587,Código: 1028024029-580,Departamento,Departamento en Venta Usado Santiago - Metropolitana Ver ubicación,Tarapacá,UF 3.835,$ 113.245.555,3,2,,72 m²,75 m²,48.757.638,26-05-2021,2020 1ºSem,55,-33.4469,-70.6481
1588,,,,San Isidro/ Eleuterio Ramírez (914),UF 3.800,$ 112.212.024,2,2,,55 m²,,30.265.359,17-06-2021,2020 1ºSem,55,-33.4483,-70.6438
1589,Código: 53238,Departamento,Departamento en Venta Usado Santiago - Metropolitana Ver ubicación,(VR) METRO SANTA LUCIA/(VR) SANTA ROSA,UF 2.730,$ 80.615.480,1,1,,48 m²,,27.818.422,25-06-2021,2020 1ºSem,50,-33.4449,-70.6458
1590,Código: 101376083,Casa,Casa en Venta Usado La Reina - Metropolitana Ver ubicación,Principe de Gales,UF 16.200,$ 478.377.576,4,3,450 m²,170 m²,,138.340.358,29-05-2021,2020 1ºSem,74,-33.4328,-70.5584
1591,Código: 101037431,Casa,Casa en Venta Usado La Reina - Metropolitana Ver ubicación,VICENTE PEREZ ROSALES / VEINTITRES DE FEBRERO,UF 21.000,$ 620.119.080,6,4,540 m²,290 m²,,304.654.703,27-05-2021,2020 1ºSem,67,-33.4366,-70.5511
1592,Código: 102375460,Departamento,Departamento en Venta Usado La Reina - Metropolitana Ver ubicación,Principe de Gales,UF 7.477,$ 220.791.921,3,3,,100 m²,115 m²,43.452.623,18-04-2021,,,-33.4394,-70.5576
1593,Código: Add1089651,Departamento,Departamento en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,Av. Las Condes a pasos de Mall Sport,UF 8.000,$ 236.235.840,2,2,86 m²,70 m²,70 m²,92.783.857,22-06-2021,2020 1ºSem,79,-33.3709988,-70.5134308
1594,Código: 101078201,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,La Cabaña-San Damian-LAS CONDES,UF 25.000,$ 738.237.000,5,5,840 m²,360 m²,,297.296.298,24-04-2021,2020 1ºSem,87,-33.3748,-70.5119
1595,Código: Add480957,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,Espectacular casa en San Damián,UF 53.000,$ 1.565.062.440,5,6,1.980 m²,,592 m²,922.261.287,11-06-2018,2020 1ºSem,87,-33.3787835,-70.5130712
1596,,,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Camino San Antonio/Las Condes,UF 7.241,$ 213.822.964,2,2,,60 m²,70 m²,82.582.297,26-06-2021,2020 1ºSem,82,-33.372,-70.5148
1597,Código: 1549348,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Mall Sport / Fray León.,UF 10.500,$ 310.059.540,3,2,,116 m²,116 m²,136.182.537,12-12-2018,2020 1ºSem,82,-33.372,-70.5124
1598,Código: 1567304,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,"San Damián, espectacular duplex",UF 32.500,$ 959.708.100,4,4,,317 m²,,322.089.593,17-06-2020,2020 1ºSem,82,-33.3739,-70.5138
1599,,,,,,,,,,,,,,,,,
1600,,,,,:precioUF:,:precioDespliegue:,:dormitoriosText:,:,:superficieTerreno: m²,:metrosUtiles: m²,:metrosConstruidos: m²,:avaluoFiscalTotalPesos:,:fechaPublicacionDespliegue:,,,-33.3799,-70.5147
1601,,,,,,:precioDespliegue:,:dormitoriosText:,:,:superficieTerreno: m²,:metrosUtiles: m²,:metrosConstruidos: m²,114.066.557,01-06-2021,2020 1ºSem,82,-33.3716,-70.5127
1602,Código: 102376531,Departamento,Departamento en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,Líder Puente Nuevo,UF 8.600,$ 253.953.528,2,2,,112 m²,138 m²,116.820.703,27-06-2021,2020 1ºSem,79,-33.3709,-70.5133
1603,Código: 101052450,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,FRANCISCO DE ASIS/ CAMINO LA VIÑA,UF 51.000,$ 1.506.003.480,5,4,1.980 m²,592 m²,,922.261.287,06-02-2019,2020 1ºSem,87,-33.3792,-70.5112
1604,Código: 101064136,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,San fFancisco de Asis,UF 35.000,$ 1.033.531.800,4,5,600 m²,330 m²,,484.220.380,10-06-2020,2020 1ºSem,87,-33.3784,-70.5142
1605,,,,AV. LAS CONDES / PUENTE NUEVO,UF 58.000,$ 1.712.709.840,5,4,2.300 m²,840 m²,840 m²,1.046.035.989,07-02-2019,,87,-33.3729,-70.5103
1606,Código: 102053219,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Las Condes / La Cabaña,UF 5.390,$ 159.163.897,1,1,,50 m²,57 m²,68.584.739,07-06-2021,2020 1ºSem,82,-33.372,-70.5153
1607,,,,,,,,,,,:metrosConstruidos: m²,316.583.901,19-05-2021,,,-33.3737,-70.5135
1608,,,,,,,3,3,,140 m²,165 m²,177.844.126,10-06-2021,,,-33.3574,-70.5195
1609,,,Departamento en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,La Dehesa/El Rodeo,UF 11.890,$ 351.105.517,3,2,,124 m²,134 m²,128.044.531,20-05-2021,2020 1ºSem,90,-33.3542,-70.5195
1610,,,,,,,,,,,,,,,,,
1611,Código: :codigo:,,:direccion: Ver ubicación,:titulo:,:precioUF:,:precioDespliegue:,:dormitoriosText:,:,:superficieTerreno: m²,:metrosUtiles: m²,:metrosConstruidos: m²,:avaluoFiscalTotalPesos:,:fechaPublicacionDespliegue:,2020 1ºSem,74,-33.3526,-70.517
1612,Código: 102044853,Departamento,Departamento en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,El Rodeo / Mall Portal La Dehesa,UF 10.900,$ 321.871.332,4,4,,138 m²,153 m²,195.672.016,28-09-2020,2020 1ºSem,83,-33.3526,-70.513
1613,,,,,,,,,,,,,,,,,
1614,,,,,:precioUF:,$ 646.695.612,6,5,516 m²,200 m²,,290.024.655,12-03-2021,,87,-33.3579,-70.5198
1615,,,,,,$ 382.406.766,3,3,,140 m²,140 m²,154.378.832,02-06-2021,,,-33.3545,-70.5169
