,cod_propiedad,tipo_propiedad,info_general,nombre_propiedad,precio_a,precio_b,n_dormitorios,n_banos,sup_terreno,sup_util,sup_construida,aval_fiscal,fecha_publicacion,fecha_plusvalia,valor_plusvalia,latitud,longitud
0,Código: 101012508,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Las Brisas Norte,UF 14.300,$ 422.271.564,4,4,"715,9 m²","284,8 m²","284,8 m²",222.897.150,07-02-2019,2020 1ºSem,48,-33.2164,-70.6665
1,Código: 15510,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Camino Gran Vista,UF 14.500,$ 428.177.460,4,3,,210 m²,210 m²,216.300.715,05-04-2021,2020 1ºSem,68,-33.4154,-70.5183
2,Código: 1564811,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,El Remanso / San Carlos de Apoquindo.,UF 15.800,$ 466.565.784,3,2,,174 m²,,223.216.590,11-02-2020,2020 1ºSem,68,-33.4154,-70.5183
3,Código: 101034894,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,La Foresta,UF 40.000,$ 1.181.179.200,4,4,2.100 m²,700 m²,,688.400.674,02-01-2020,2020 1ºSem,73,-33.4118,-70.5188
4,Código: 14093,Casa,Casa en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,Camino Los Refugios - El Arrayán,UF 27.000,$ 797.295.960,6,6,5.800 m²,500 m²,,449.745.016,05-11-2020,2020 1ºSem,74,-33.3589,-70.4848
5,Código: 101077114,Casa,Casa en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,Condominio Los Quillayes,UF 42.000,$ 1.240.238.160,7,5,7.200 m²,495 m²,,545.300.840,12-01-2021,2020 1ºSem,74,-33.358,-70.4836
6,Código: 101036828,Casa,Casa en Venta Usado La Reina - Metropolitana Ver ubicación,CARLOS SILVA VILDOSOLA,UF 17.600,$ 519.718.848,4,4,530 m²,272 m²,,152.242.731,04-06-2021,2020 1ºSem,67,-33.4383,-70.5375
7,Código: 102045439,Departamento,Departamento en Venta Usado La Reina - Metropolitana Ver ubicación,Nicanor Plaza - Helsby,UF 15.900,$ 469.518.732,3,3,,140 m²,260 m²,158.590.309,31-03-2021,2020 1ºSem,78,-33.4351,-70.5321
8,Código: 42165,Casa,Casa en Venta Usado La Reina - Metropolitana Ver ubicación,Padre Hurtado/Valenzuela Puelma,UF 23.500,$ 693.942.780,4,3,1.343 m²,275 m²,,339.240.720,04-05-2021,2020 1ºSem,68,-33.4327,-70.5301
9,Código: Add991834,Casa,Casa en Venta Usado La Reina - Metropolitana Ver ubicación,Helsby,$ 585.000.000,"UF 19.810,71",4,3,973 m²,206 m²,206 m²,168.597.991,06-01-2021,2020 1ºSem,68,-33.4356511,-70.5349684
10,Código: 1028018067-242,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,LAS BRISAS 2,UF 10.500,$ 310.059.540,,,5.015 m²,,,101.503.222,10-06-2021,,,-33.2374,-70.6955
11,Código: 101078142,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Las Brisas de Chicureo LM,UF 26.900,$ 794.343.012,5,4,2.963 m²,339 m²,,257.167.058,23-04-2021,,,-33.2374,-70.6959
12,Código: 101053291,Casa,Casa en Venta Usado Puente Alto - Metropolitana Ver ubicación,av mexico con san Carlos,$ 68.000.000,"UF 2.302,78",4,2,60 m²,69 m²,,13.860.426,15-06-2021,2020 1ºSem,29,-33.6021,-70.5571
13,Código: 101058089,Casa,Casa en Venta Usado Curacaví - Metropolitana Ver ubicación,Camino Hacienda de Curacavi,$ 370.000.000,"UF 12.529,85",4,3,5.000 m²,260 m²,260 m²,94.117.256,10-06-2020,,,-33.3919,-71.1728
14,Código: 102712053,Departamento,Departamento en Venta Usado Independencia - Metropolitana Ver ubicación,Gamero/ Av. Fermin Vivaceta,UF 2.000,$ 59.058.960,1,1,,29 m²,29 m²,28.797.401,19-12-2020,2020 1ºSem,41,-33.4213,-70.6615
15,Código: 1028050048-56,Casa,Casa en Venta Usado La Florida - Metropolitana Ver ubicación,"Brasil, Rojas Magallanes",$ 650.000.000,"UF 22.011,9",3,2,1.000 m²,106 m²,,125.903.887,19-02-2021,2020 1ºSem,47,-33.5391,-70.5847
16,Código: 101032389,Casa,Casa en Venta Usado La Florida - Metropolitana Ver ubicación,Ecuador con Enrique Olivares,$ 200.000.000,"UF 6.772,89",3,3,225 m²,150 m²,,59.662.441,04-10-2019,2020 1ºSem,47,-33.539,-70.5807
17,Código: 102375473,Departamento,Departamento en Venta Usado Maipú - Metropolitana Ver ubicación,cuatro poniente / del ferrocarril,UF 3.200,$ 94.494.336,2,2,,72 m²,72 m²,41.099.150,26-04-2021,2020 1ºSem,16,-33.5422,-70.7817
18,Código: 26969,Casa,Casa en Venta Usado Maipú - Metropolitana Ver ubicación,Pasaje Quelco,$ 95.000.000,"UF 3.217,12",4,1,127 m²,113 m²,,27.168.645,02-05-2021,2020 1ºSem,32,-33.5402,-70.7837
19,Código: 1028080013-19,Departamento,Departamento en Venta Usado La Cisterna - Metropolitana Ver ubicación,SE VENDE DEPTO 2 DORM FERNADEZ ALBANO,$ 75.000.000,"UF 2.539,83",2,1,,44 m²,44 m²,19.424.726,20-06-2021,,,-33.5233,-70.6537
20,Código: 102075944,Departamento,Departamento en Venta Usado La Cisterna - Metropolitana Ver ubicación,Santa Clara - Gran Avenida,UF 3.270,$ 96.561.399,3,1,,"54,6 m²","57,5 m²",49.247.167,12-10-2020,,,-33.5204,-70.6556
21,Código: 102075945,Departamento,Departamento en Venta Usado La Cisterna - Metropolitana Ver ubicación,Santa Clara - Gran Avenida,UF 3.730,$ 110.144.960,3,2,,"61,7 m²","64,9 m²",36.648.824,12-10-2020,,,-33.5204,-70.6556
22,Código: 19312,Casa,Casa en Venta Usado La Cisterna - Metropolitana Ver ubicación,Eulogio Altamirano,$ 520.000.000,"UF 17.609,52",10,4,1.240 m²,300 m²,,168.245.365,05-11-2020,2020 1ºSem,28,-33.5253,-70.6576
23,Código: 102375220,Departamento,Departamento en Venta Usado La Cisterna - Metropolitana Ver ubicación,Av. Fernández Albano / Esmeralda,UF 2.800,$ 82.682.544,3,2,,58 m²,61 m²,31.135.724,26-03-2021,2020 1ºSem,38,-33.5244,-70.6585
24,Código: 102075940,Departamento,Departamento en Venta Usado La Cisterna - Metropolitana Ver ubicación,Santa Clara - Gran Avenida,UF 2.730,$ 80.615.480,2,1,,"43,6 m²","46,4 m²",71.825.484,12-10-2020,,,-33.5204,-70.6556
25,Código: 102075941,Departamento,Departamento en Venta Usado La Cisterna - Metropolitana Ver ubicación,Santa Clara - Gran Avenida,UF 3.275,$ 96.709.047,2,2,,"48,6 m²","51,6 m²",37.215.509,12-10-2020,,,-33.5204,-70.6556
26,Código: 101008026,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Chamisero /Dunalastair,UF 12.800,$ 377.977.344,5,4,567 m²,154 m²,,94.065.363,27-05-2021,2020 1ºSem,62,-33.3078,-70.657
27,Código: 22946,Casa,Casa en Venta Usado Peñalolén - Metropolitana Ver ubicación,Quebrada vitor,$ 450.000.000,"UF 15.239,01",4,2,890 m²,243 m²,,159.422.807,06-02-2021,2020 1ºSem,51,-33.469,-70.5337
28,Código: 1028071003-95,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,Alejandro Fleming,UF 9.600,$ 283.483.008,4,2,253 m²,115 m²,,89.610.062,14-03-2021,2020 1ºSem,84,-33.4246,-70.5502
29,Código: 200758,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,Tomas Moro / Latadia,$ 253.000.000,"UF 8.567,71",4,2,201 m²,130 m²,,87.028.810,09-02-2021,,,-33.4277,-70.5568
30,Código: D3688,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,MARTÍN ALONSO PINZON / TOMÁS MORO,$ 300.000.000,"UF 10.159,34",3,3,,238 m²,80 m²,,11-03-2019,,,-33.4204,-70.5532
31,Código: 101070636,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,TOMAS MORO/ ALEJANDRO FLEMING,UF 17.880,$ 527.987.102,6,4,717 m²,180 m²,,218.395.678,03-09-2019,,,-33.4253,-70.5574
32,Código: Add658765,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,Mayecura,$ 860.000.000,"UF 29.123,44",4,1,568 m²,,275 m²,184.771.671,23-09-2019,,,-33.4223419,-70.5554509
33,Código: 1028056031-309,Departamento,Departamento en Venta Usado Providencia - Metropolitana Ver ubicación,General Flores,UF 7.990,$ 235.940.545,1,1,,"69,4 m²","69,4 m²",564.574.135,11-11-2020,2020 1ºSem,68,-33.4264,-70.6201
34,Código: 102077749,Departamento,Departamento en Venta Usado Providencia - Metropolitana Ver ubicación,Andrés Bello - Metro Manuel Montt,UF 4.290,$ 126.681.469,1,1,,35 m²,40 m²,33.706.511,12-03-2021,2020 1ºSem,68,-33.4253,-70.6207
35,,,,,,,,,,,,,,,,,
36,,,,Edificio Now - Avenida El Cerro - Hotel Sheraton,UF 7.990,$ 235.940.545,2,2,,75 m²,87 m²,110.571.549,20-01-2021,2020 1ºSem,69,-33.4224,-70.6222
37,Código: :codigo:,,:direccion: Ver ubicación,:titulo:,:precioUF:,$ 372.071.448,5,3,223 m²,"179,7 m²",,157.569.278,28-04-2021,,,-33.4288,-70.6208
38,Código: 27130,Departamento,Departamento en Venta Usado La Florida - Metropolitana Ver ubicación,Froilán Roa,UF 3.890,$ 114.869.677,3,2,,67 m²,67 m²,49.331.225,11-05-2021,2020 1ºSem,39,-33.5154,-70.5992
39,Código: 102027315,Departamento,Departamento en Venta Usado La Florida - Metropolitana Ver ubicación,Froilán Lagos Sepúlveda con Américo Vespucio,$ 75.000.000,"UF 2.539,83",2,1,,50 m²,56 m²,28.550.303,20-06-2021,2020 1ºSem,39,-33.514,-70.5941
40,,,,,,,:dormitoriosText:,2,,47 m²,56 m²,39.508.402,16-06-2021,,,-33.514,-70.5926
41,Código: 1028056031-306,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,Virgo,UF 14.900,$ 439.989.252,3,2,200 m²,120 m²,,99.200.792,29-10-2020,2020 1ºSem,99,-33.38,-70.5487
42,Código: Add613703,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,"Coqueta casa a pasos de Padre Hurtado, Vitacura",UF 13.000,$ 383.883.240,3,3,210 m²,250 m²,78 m²,,19-02-2019,,,-33.3801318,-70.5483342
43,Código: 416872,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Casas De Lo Matta,UF 13.500,$ 398.647.980,3,2,,114 m²,128 m²,127.080.636,02-05-2021,2020 1ºSem,67,-33.3865,-70.5432
44,,,,,,,,,,,,,,,,,
45,Código: 101015549,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,Lo Matta,UF 19.500,$ 575.824.860,3,3,270 m²,185 m²,,150.230.221,30-05-2021,2020 1ºSem,76,-33.3867,-70.5453
46,Código: 101161977,Casa,Casa en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,Santuario del Valle,UF 38.000,$ 1.122.120.240,4,3,1.070 m²,435 m²,,457.306.279,04-06-2021,2020 1ºSem,84,-33.3173,-70.5453
47,Código: 101031004,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Chicureo Poniente,UF 16.890,$ 498.752.917,4,5,5.400 m²,400 m²,,290.176.676,16-10-2019,,,-33.2572,-70.7094
48,Código: 101374323,Casa,Casa en Venta Usado Cerrillos - Metropolitana Ver ubicación,avenida cerillos con comercio,$ 170.000.000,"UF 5.756,96",3,1,335 m²,130 m²,,33.841.556,05-02-2021,2020 1ºSem,32,-33.493,-70.7125
49,Código: 102374129,Departamento,Departamento en Venta Usado Macul - Metropolitana Ver ubicación,Av Macul 6305,UF 2.680,$ 79.139.006,2,1,,45 m²,45 m²,885.393,28-01-2021,2020 1ºSem,43,-33.5079,-70.5914
50,Código: 101078141,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,CONDOMINIO HACIENDA CHICUREO / PIEDRA ROJA (LM),UF 27.500,$ 812.060.700,5,4,2.431 m²,388 m²,,377.115.673,09-06-2021,,,-33.2889,-70.6375
51,Código: 101042353,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,(Hacienda Chicureo),UF 22.900,$ 676.225.092,5,4,3.200 m²,330 m²,,226.664.476,17-06-2019,,,-33.2825,-70.6386
52,Código: 101012006,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Piedra Roja,UF 24.000,$ 708.707.520,3,4,1.500 m²,320 m²,,239.806.547,03-01-2020,,,-33.2847,-70.6394
53,Código: 101007289,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Chicureo / Piedra Roja,UF 95.000,$ 2.805.300.600,6,9,4.660 m²,860 m²,,830.351.337,18-05-2021,,,-33.2815,-70.637
54,Código: 101006910,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Piedra Roja,UF 26.500,$ 782.531.220,7,5,4.099 m²,400 m²,,361.831.078,03-01-2020,,,-33.2876,-70.6382
55,Código: 52846,Casa,Casa en Venta Usado San Bernardo - Metropolitana Ver ubicación,(AR) Las Araucarias/Parque Puyehue,$ 69.000.000,"UF 2.336,65",3,2,93 m²,90 m²,,19.078.921,19-05-2021,2020 1ºSem,26,-33.6185,-70.7061
56,Código: 102711747,Departamento,Departamento en Venta Usado La Cisterna - Metropolitana Ver ubicación,Plaza Castelar/ Isabel la Católica,$ 53.000.000,"UF 1.794,82",2,1,,"44,3 m²",47 m²,12.331.874,15-05-2020,,,-33.526,-70.6754
57,Código: 101014980,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Las Brisas de Chicureo,UF 25.000,$ 738.237.000,3,3,1.692 m²,300 m²,,273.097.067,22-02-2021,,,-33.2408,-70.6858
58,Código: 101032388,Casa,Casa en Venta Usado Maipú - Metropolitana Ver ubicación,Camino el Bosque con Camino Melipilla,$ 140.000.000,"UF 4.741,02",5,4,144 m²,114 m²,,50.132.751,04-10-2019,2020 1ºSem,29,-33.5471,-70.7912
59,Código: 1028080013-48,Casa,Casa en Venta Usado Estación Central - Metropolitana Ver ubicación,GUILLERMO FRANKE,$ 250.000.000,"UF 8.466,12",5,2,180 m²,100 m²,,24.562.827,17-03-2021,2020 1ºSem,24,-33.4634,-70.6971
60,Código: 50979,Casa,Casa en Venta Usado Puente Alto - Metropolitana Ver ubicación,Ramón Venegas/Angel Pimentel,$ 82.000.000,"UF 2.776,89",3,2,100 m²,78 m²,,23.255.518,01-05-2021,2020 1ºSem,33,-33.5856,-70.5548
61,Código: 53124,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Pje San Luis (AR)/Madre Bonifacia Rodríguez,$ 77.000.000,"UF 2.607,56",4,2,131 m²,108 m²,,12.432.456,04-06-2021,,,-33.1834,-70.6569
62,Código: 101006054,Casa,Casa en Venta Usado Cerrillos - Metropolitana Ver ubicación,LOS PRESIDENTES,$ 63.000.000,"UF 2.133,46",3,1,140 m²,105 m²,,20.032.055,18-05-2021,2020 1ºSem,23,-33.489,-70.7285
63,Código: 1028076006-235,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Av. Manquehue Norte y Las Encinas,UF 28.600,$ 844.543.128,3,4,,300 m²,310 m²,265.630.012,24-06-2021,,,-33.3822,-70.5803
64,Código: 101135307,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,Luis Carrera / Candelaria Goyenechea,UF 23.500,$ 693.942.780,4,4,336 m²,230 m²,,224.811.804,16-05-2021,,,-33.3879,-70.5869
65,Código: 101037458,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,LO ARCAYA,UF 24.900,$ 735.284.052,3,2,530 m²,140 m²,,266.116.856,02-06-2021,,,-33.3846,-70.5895
66,Código: 102132819,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Remodelado - Joaquin Cerda,UF 12.800,$ 377.977.344,3,2,,131 m²,143 m²,163.111.985,25-05-2021,2020 1ºSem,81,-33.3852,-70.5805
67,Código: 101135372,Casa,Casa en Venta Usado Vitacura - Metropolitana Ver ubicación,Borde Río- Acceso costanera,UF 24.000,$ 708.707.520,5,3,520 m²,190 m²,,292.554.005,08-06-2021,,,-33.3829,-70.5838
68,,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Remodelado - Joaquin Cerda,UF 12.800,$ 377.977.344,3,2,,131 m²,143 m²,163.111.985,30-05-2021,2020 1ºSem,81,-33.3852,-70.5805
69,Código: 6915,Casa,Casa en Venta Usado Pirque - Metropolitana Ver ubicación,EL CHALACO / PIRQUE,UF 13.450,$ 397.171.506,3,3,5.200 m²,300 m²,,8.428.141,15-06-2021,,,-33.7145,-70.5515
70,Código: 101013977,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Chicureo Centro,UF 14.900,$ 439.989.252,5,3,5.271 m²,320 m²,,180.995.394,20-08-2019,,,-33.264,-70.6734
71,Código: 101123240,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Chamisero,UF 9.500,$ 280.530.060,3,3,331 m²,132 m²,,111.111.214,28-05-2021,2020 1ºSem,62,-33.3113,-70.658
72,Código: 101018729,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Chamisero,UF 13.500,$ 398.647.980,3,3,402 m²,160 m²,,146.732.494,31-05-2021,2020 1ºSem,62,-33.3152,-70.6547
73,Código: 101375417,Casa,Casa en Venta Usado Maipú - Metropolitana Ver ubicación,LAS TINAJAS - SAN JOSE,$ 180.000.000,"UF 6.095,6",3,2,234 m²,90 m²,,35.312.692,26-04-2021,2020 1ºSem,47,-33.5157,-70.7709
74,Código: 101038103,Casa,Casa en Venta Usado Peñalolén - Metropolitana Ver ubicación,Viñedos de Tobalaba,UF 14.250,$ 420.795.090,4,4,1.100 m²,215 m²,,168.151.431,27-08-2019,2020 1ºSem,63,-33.496,-70.5446
75,Código: 125038103,Casa,Casa en Venta Usado Peñalolén - Metropolitana Ver ubicación,Viñedos de Tobalaba,UF 14.250,$ 420.795.090,4,4,1.100 m²,215 m²,215 m²,168.151.431,30-01-2019,2020 1ºSem,63,-33.496,-70.5446
76,Código: Add916335,Casa,Casa en Venta Usado Las Condes - Metropolitana Ver ubicación,SE VENDE-Linda Casa Sector San Carlos de Apoquindo,UF 15.500,$ 457.706.940,4,3,286 m²,,138 m²,168.152.685,03-09-2020,2020 1ºSem,92,-33.3937306,-70.4976324
77,Código: 101372919,Casa,Casa en Venta Usado Pirque - Metropolitana Ver ubicación,Condominio El Cruceral # 1,UF 13.000,$ 383.883.240,3,2,6.000 m²,250 m²,,131.782.587,20-11-2020,,,-33.6434,-70.6086
78,Código: 101161792,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Los Ingleses de Chicureo,UF 22.000,$ 649.648.560,5,3,6.200 m²,360 m²,,127.138.945,01-03-2021,,,-33.2734,-70.6796
79,Código: 101010018,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Chicureo Centro,UF 23.000,$ 679.178.040,4,6,3.800 m²,360 m²,,282.568.009,16-03-2021,,,-33.2729,-70.6798
80,Código: 102038729,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Esquina San Damian,UF 12.900,$ 380.930.292,2,2,,95 m²,156 m²,176.878.555,30-01-2019,2020 1ºSem,102,-33.3744,-70.5262
81,Código: Add549215,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Duplex Penthouse en San Damián,UF 44.000,$ 1.299.297.120,4,5,556 m²,303 m²,556 m²,1.277.784.600,19-10-2018,2020 1ºSem,82,-33.3799305,-70.5243614
82,Código: 420926,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,SAN DAMIAN/LAS HUALTATAS,UF 12.300,$ 363.212.604,3,3,,125 m²,137 m²,192.936.647,11-05-2021,2020 1ºSem,102,-33.3747,-70.5266
83,,,,,,,3,5,,208 m²,258 m²,242.048.514,05-06-2020,,,-33.3795,-70.5233
84,Código: Add549214,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,Flamante departamento en San Damián,UF 37.500,$ 1.107.355.500,4,4,379 m²,303 m²,379 m²,1.277.784.600,19-10-2018,2020 1ºSem,82,-33.3799305,-70.5243614
85,Código: 102376284,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Las Hualtatas,UF 21.000,$ 620.119.080,3,5,,242 m²,280 m²,358.441.585,10-06-2021,2020 1ºSem,102,-33.3748,-70.5281
86,Código: 102037446,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,LAS HUALTATAS,UF 11.000,$ 324.824.280,2,2,,"109,6 m²","109,6 m²",125.326.891,29-05-2021,2020 1ºSem,102,-33.3745,-70.5261
87,Código: 50355,Departamento,Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación,SAN DAMIAN/VALLE ALEGRE,UF 34.000,$ 1.004.002.320,3,3,,303 m²,,438.903.545,06-01-2021,2020 1ºSem,82,-33.3795,-70.5237
88,Código: 102077983,Departamento,Departamento en Venta Usado Vitacura - Metropolitana Ver ubicación,Camino El Parque / Las Hualtatas,UF 11.100,$ 327.777.228,3,2,,98 m²,125 m²,9.302.535,26-03-2021,2020 1ºSem,102,-33.374,-70.5255
89,Código: 102129985,Departamento,Departamento en Venta Usado Macul - Metropolitana Ver ubicación,Exequiel Fernandez - Benito Rebolledo,$ 75.000.000,"UF 2.539,83",3,1,,60 m²,60 m²,15.327.109,29-04-2021,2020 1ºSem,40,-33.5034,-70.603
90,Código: 101161763,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Santa Inés de Miraflores,UF 16.800,$ 496.095.264,5,3,6.200 m²,230 m²,,146.464.771,09-02-2021,,,-33.2692,-70.7028
91,Código: :codigo:,,,Chicureo Poniente,UF 14.500,$ 428.177.460,4,,5.187 m²,324 m²,324 m²,198.089.204,03-01-2020,,,-33.2607,-70.7085
92,Código: 102376174,Departamento,Departamento en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,Mall Vivo Los Trapenses,UF 16.860,$ 497.867.032,3,3,,170 m²,180 m²,198.398.557,03-06-2021,2020 1ºSem,111,-33.3544,-70.546
93,Código: 102161541,Departamento,Departamento en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,Cerro Pan de Azucar/Manquehue Oriente,UF 25.800,$ 761.860.584,3,4,,170 m²,320 m²,314.262.037,30-05-2021,2020 1ºSem,111,-33.3575,-70.5447
94,Código: 101135421,Casa,Casa en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,Manquehe Oriente,UF 35.900,$ 1.060.108.332,4,3,1.200 m²,350 m²,,542.356.481,24-06-2021,2020 1ºSem,91,-33.3547,-70.5432
95,Código: 39171,Casa,Casa en Venta Usado Maipú - Metropolitana Ver ubicación,Lumen/Segunda Transversal,$ 91.000.000,"UF 3.081,67",3,1,92 m²,110 m²,,24.123.036,03-05-2020,2020 1ºSem,35,-33.5015,-70.7394
96,Código: :codigo:,,Departamento en Venta Usado La Florida - Metropolitana Ver ubicación,Walker Martinez,UF 3.300,$ 97.447.284,3,2,,69 m²,75 m²,43.610.707,02-05-2021,2020 1ºSem,36,-33.5221,-70.5899
97,Código: 47220,Departamento,Departamento en Venta Usado La Florida - Metropolitana Ver ubicación,WALKER MARTINEZ (AG)/GERONIMO ALDERETE,UF 3.800,$ 112.212.024,3,2,,85 m²,,46.062.169,31-12-2020,2020 1ºSem,36,-33.5275,-70.5886
98,Código: 101280602,Casa,Casa en Venta Usado La Florida - Metropolitana Ver ubicación,Vicuña Mackenna / Lluta,$ 210.000.000,"UF 7.111,54",4,3,217 m²,176 m²,,51.252.108,24-06-2021,2020 1ºSem,39,-33.5423,-70.5868
99,Código: 53257,Casa,Casa en Venta Usado Recoleta - Metropolitana Ver ubicación,Av. Dorsal/Av. El Salto,$ 143.500.000,"UF 4.859,55",8,4,180 m²,72 m²,,22.740.550,16-06-2021,2020 1ºSem,20,-33.3999,-70.6336
100,Código: 101373638,Casa,Casa en Venta Usado Puente Alto - Metropolitana Ver ubicación,AV. LAS NIEVES ORIENTE / EL PERAL,$ 134.000.000,"UF 4.537,84",4,1,133 m²,"119,2 m²",,30.445.268,04-01-2021,,,-33.5731,-70.5589
101,Código: 101376549,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Colegio San José de Chicureo,UF 19.900,$ 587.636.652,4,4,850 m²,280 m²,,308.819.922,24-06-2021,2020 1ºSem,64,-33.2786,-70.6416
102,Código: 6932,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,CONDOMINIO LAS FLORES / PIEDRA ROJA / CHICUREO,UF 15.500,$ 457.706.940,4,3,600 m²,185 m²,,194.139.828,15-06-2021,2020 1ºSem,64,-33.2781,-70.6417
103,Código: 101003431,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Piedra Roja,UF 21.500,$ 634.883.820,5,5,4.006 m²,320 m²,,310.355.045,02-04-2019,,,-33.2733,-70.6459
104,Código: 101015063,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,Las Brisas de Chicureo,UF 28.000,$ 826.825.440,7,,2.600 m²,400 m²,,283.873.592,26-05-2021,,,-33.2385,-70.6665
105,Código: 101123147,Casa,Casa en Venta Usado Colina - Metropolitana Ver ubicación,brisas,UF 29.000,$ 856.354.920,6,5,3.600 m²,560 m²,,28.376.126,03-10-2020,,,-33.2394,-70.6661
106,Código: :codigo:,,:direccion: Ver ubicación,:titulo:,:precioUF:,:precioDespliegue:,:dormitoriosText:,:,:superficieTerreno: m²,:metrosUtiles: m²,:metrosConstruidos: m²,:avaluoFiscalTotalPesos:,:fechaPublicacionDespliegue:,,,-33.2398,-70.6625
107,Código: 102006152,Departamento,Departamento en Venta Usado La Florida - Metropolitana Ver ubicación,OFERTA! DIEGO PORTALES – AV LA FLORIDA,UF 1.857,$ 54.836.244,3,1,,53 m²,,16.343.811,31-05-2021,2020 1ºSem,27,-33.559,-70.5623
108,Código: 102376319,Departamento,Departamento en Venta Usado La Florida - Metropolitana Ver ubicación,Diego Portales,$ 58.000.000,"UF 1.964,14",3,1,,53 m²,53 m²,16.803.193,10-06-2021,2020 1ºSem,27,-33.559,-70.5625
109,Código: D3966,Casa,Casa en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,SANTA BLANCA / JOSE ALCALDE DELANO / EL GOLF DE MANQUEHUE,UF 32.500,$ 959.708.100,7,5,1.400 m²,534 m²,,,11-03-2019,2020 1ºSem,87,-33.355,-70.5322
110,Código: :codigo:,,Casa en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,Las Pataguas - Lo Barnechea,UF 41.600,$ 1.228.426.368,4,4,1.200 m²,440 m²,,308.194.270,05-12-2018,2020 1ºSem,79,-33.3521,-70.5384
111,Código: 101078144,Casa,Casa en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,Las Pataguas. SC,UF 31.900,$ 941.990.412,5,5,1.252 m²,383 m²,,465.042.509,16-06-2021,2020 1ºSem,79,-33.3522,-70.535
112,Código: 101039535,Casa,Casa en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,El tranque/ Santa Blanca,UF 36.000,$ 1.063.061.280,5,,980 m²,470 m²,470 m²,526.232.989,06-02-2019,2020 1ºSem,87,-33.3598,-70.5366
113,Código: 101160867,Casa,Casa en Venta Usado Lo Barnechea - Metropolitana Ver ubicación,Santa Blanca - Las Pataguas,UF 42.000,$ 1.240.238.160,5,3,2.500 m²,400 m²,,486.983.901,30-10-2019,2020 1ºSem,79,-33.3546,-70.5317
